Linienname;Überschrift;Betriebszweig;DIVA-Name;Globale ID;
"331";"Winnenden - Breuningsweiler - Steinach (- Bretzenacker)";"31";"31331_";"de:vvs:31331_:";
"332";"Hertmannsweiler - Winnenden - Rems-Murr-Klinikum - 
Schelmenholz - Hanweiler";"31";"31332_";"de:vvs:31332_:";
"333";"Winnenden - Buoch (- Rohrbronn)  (Fahrrad2Go)";"31";"31333_";"de:vvs:31333_:";
"334";"Schelmenholz - Winnenden - Leutenbach - Weiler z. S.";"31";"31334_";"de:vvs:31334_:";
"335";"Rems-Murr-Klinikum - Winnenden - Nellmersbach";"31";"31335_";"de:vvs:31335_:";
"336";"Winnenden - Birkmannsweiler - Erlenhof - Oppelsbohm";"31";"31336_";"de:vvs:31336_:";
"337";"Winnenden - Bürg - Oppelsbohm";"31";"31337_";"de:vvs:31337_:";
"337A";"Winnenden - Birkmannsweiler - Höfen - Baach - Hertmannsweiler";"31";"31337a";"de:vvs:31337a:";
"338";"Erlenhof - Kottweil - Ödernhardt - Erlenhof";"31";"31338_";"de:vvs:31338_:";
"339";"Korb - Schwaikheim - Winnenden ZOB - Rems-Murr-Klinikum";"31";"31339_";"de:vvs:31339_:";
"359";"Backnang ZOB - Lerchenäcker";"31";"31359_";"de:vvs:31359_:";
"360";"Sachsenweiler - Backnang - Rietenauer Weg";"31";"31360_";"de:vvs:31360_:";
"361";"Heiningen - Backnang - Steinbach";"31";"31361_";"de:vvs:31361_:";
"361";"Heiningen - Backnang - Steinbach";"31";"31361_";"de:vvs:31361_:";
"362";"Sachsenweiler - Backnang - Tausgymnasium";"31";"31362_";"de:vvs:31362_:";
"362A";"Sachsenweiler - Steinbach - Backnanger Schulen
(Schülerverkehr)";"31";"31362a";"de:vvs:31362a:";
"363";"Backnang - Unterschöntal - Oberschöntal - Backnang";"31";"31363_";"de:vvs:31363_:";
"365";"Backnang - Unterweissach - Oberbrüden";"31";"31365_";"de:vvs:31365_:";
"365A";"Bildungszentrum Weissach i.T. - Oberbrüden (Schülerverkehr)";"31";"31365a";"de:vvs:31365a:";
"366";"Backnang - Steinbach - Oberbrüden -
Lippoldsweiler - Hohnweiler - Däfern";"31";"31366_";"de:vvs:31366_:";
"367";"Backnang - Großaspach - Kleinaspach";"31";"31367_";"de:vvs:31367_:";
"367A";"Backnang - Großaspach - Kleinaspach
(Schülerverkehr)";"31";"31367a";"de:vvs:31367a:";
"368";"Backnang - Staigacker";"31";"31368_";"de:vvs:31368_:";
"368A";"Strümpfelbach - Tausschule
(Schülerverkehr)";"31";"31368a";"de:vvs:31368a:";
"369";"Backnang ZOB - Industriegebiet Süd (- Heiningen - Maubach Bf)";"31";"31369_";"de:vvs:31369_:";
"369";"Backnang ZOB - Industriegebiet Süd (- Heiningen - Maubach Bf)";"31";"31369_";"de:vvs:31369_:";
"370";"Backnang ZOB - Biegel - Gartenstraße - Murrbäder ";"31";"31370_";"de:vvs:31370_:";
"372";"Murrhardt - Grab - Großerlach - Mainhardt (inkl. Limesbus Nord)";"31";"31372_";"de:vvs:31372_:";
"373";"Murrhardt - Klingen - Sechselberg - Mettelberg - Murrhardt";"31";"31373_";"de:vvs:31373_:";
"374";"Murrhardt - Siegelsb. -  Hinterbüchelb. - Waltersb. - Murrhardt";"31";"31374_";"de:vvs:31374_:";
"375";"Murrhardt - Kirchenkirnberg - Kaisersbach - Welzheim
(inkl. Limesbus Süd)";"31";"31375_";"de:vvs:31375_:";
"375";"Murrhardt - Kirchenkirnberg - Kaisersbach - Welzheim
(inkl. Limesbus Süd)";"31";"31375_";"de:vvs:31375_:";
"377";"Murrhardt - Mannenweiler - Grab";"31";"31377_";"de:vvs:31377_:";
"380";"Sulzbach (M) - Großerlach - Mainhardt";"31";"31380_";"de:vvs:31380_:";
"380A";"Sulzbach (M) - Zwerenberg - Eschenstruet - Sulzbach (M)";"31";"31380a";"de:vvs:31380a:";
"381";"Backnang - Weissach i.T. - Auenwald - Backnang";"31";"31381_";"de:vvs:31381_:";
"382";"Backnang - Weissach i.T. - Auenwald - Althütte";"31";"31382_";"de:vvs:31382_:";
"382A";"Backnang - Weissach i.T. - Auenwald - Althütte";"31";"31382a";"de:vvs:31382a:";
"383";"Backnang - Allmersbach i.T. - Unterweissach (- Oberb.)";"31";"31383_";"de:vvs:31383_:";
"384";"Backnang - Weissach i.T. - Althütte";"31";"31384_";"de:vvs:31384_:";
"385";"Sulzbach (M) - Wüstenrot (inkl. Räuberbus)";"31";"31385_";"de:vvs:31385_:";
"386";"Sulzbach (M) - Spiegelberg - Spiegelberger Teilorte";"31";"31386_";"de:vvs:31386_:";
"390";"Backnang - Sulzbach (M) - Murrhardt ";"31";"31390_";"de:vvs:31390_:";
"390A";"Backnang - Sulzbach (M) - Murrhardt ";"31";"31390a";"de:vvs:31390a:";
"391";"Oppenweiler - Aichelbach - Zell";"31";"31391_";"de:vvs:31391_:";
"393";"Backnang - Allmersbach i.T. - Rudersberg (Fahrrad2Go)";"31";"31393_";"de:vvs:31393_:";
"402";"Hochdorf - Neckargröningen Stadtbahn - Pattonville";"31";"31402_";"de:vvs:31402_:";
"402A";"Schülerverkehr Remseck";"31";"31402a";"de:vvs:31402a:";
"403";"Hochberg - Neckargröningen - Aldingen Berliner Straße";"31";"31403_";"de:vvs:31403_:";
"411";"Kornwestheim Bahnhof - Realschule - Friedhof";"31";"31411_";"de:vvs:31411_:";
"412";"Pattonville - Kornwestheim - Stammheim";"31";"31412_";"de:vvs:31412_:";
"413";"Ludwigsburg - Kornwestheim Bf - Stadion - Rathaus -
Bf - Ludwigsburg";"31";"31413_";"de:vvs:31413_:";
"414";"Kornwestheim Bf - Mühlhäuser Straße - Bahnhof";"31";"31414_";"de:vvs:31414_:";
"415";"Kornwestheim Bf - Wüstenrot & Württembergische";"31";"31415_";"de:vvs:31415_:";
"420";"Bahnhof (Arena) -  Gewerbegebiet West";"31";"31420_";"de:vvs:31420_:";
"421";"Oßweil-Süd - Ludwigsburg Oststadt - ZOB
- Neckarweihingen";"31";"31421_";"de:vvs:31421_:";
"421A";"Neckarweih. - Ludw. ZOB - Oststadt - Oßweil-Süd
(Schülerverkehr)";"31";"31421a";"de:vvs:31421a:";
"422";"Pflugfelden - Ludwigsburg ZOB - Schlösslesfeld";"31";"31422_";"de:vvs:31422_:";
"422A";"Pflugfelden - Ludw. ZOB - Schlösslesfeld
(Schülerverkehr)";"31";"31422a";"de:vvs:31422a:";
"423";"Ludwigsburg ZOB - Kreisberufsschule";"31";"31423_";"de:vvs:31423_:";
"424";"Ludwigsburg ZOB - Päd. Hochschule - Breuningerland - IKEA";"31";"31424_";"de:vvs:31424_:";
"425";"Eglosheim - Ludwigsburg ZOB - Oßweil";"31";"31425_";"de:vvs:31425_:";
"425A";"Eglosheim - Ludw. ZOB - Oßweil (Schülerverkehr)";"31";"31425a";"de:vvs:31425a:";
"426";"Ludwigsburg Oststadt - ZOB - Eglosheim (- Monrepos)";"31";"31426_";"de:vvs:31426_:";
"427";"Hoheneck - Ludwigsburg ZOB - Grünbühl";"31";"31427_";"de:vvs:31427_:";
"427A";"(Pattonville -) Grünbühl - Ludw. ZOB - Hoheneck ";"31";"31427a";"de:vvs:31427a:";
"428";"Neckarweihingen Au - Immanuel-Dornfeld-Straße";"31";"31428_";"de:vvs:31428_:";
"429";"Kornwestheim W&W - Ludwigsburg ZOB -  Neckarw.";"31";"31429_";"de:vvs:31429_:";
"430";"Poppenweiler - Ludwigsburg ZOB - Heilbronner Straße";"31";"31430_";"de:vvs:31430_:";
"430A";"Poppenweiler - Neckarweih. - Ludwigsburg ZOB
(Schülerverkehr)";"31";"31430a";"de:vvs:31430a:";
"431";"Ludwigsburg - Neckargröningen - Neckarrems
(- Hegnach - Waiblingen)";"31";"31431_";"de:vvs:31431_:";
"433";"Asperg - Ludwigsburg ZOB - Hochberg - Poppenweiler";"31";"31433_";"de:vvs:31433_:";
"433A";"Ludwigsburg - Poppenweiler (Schülerverkehr)";"31";"31433a";"de:vvs:31433a:";
"443";"Ludwigsburg - Neckarweihingen - Marbach (N)";"31";"31443_";"de:vvs:31443_:";
"444";"Ludwigsburg - Freiberg - Höpfigh. (- Steinheim)";"31";"31444_";"de:vvs:31444_:";
"444A";"Freiberg (N) - Pleidelsheim - Höpfigheim
(Schülerverkehr)";"31";"31444a";"de:vvs:31444a:";
"446";"Freiberg (N) - Großingersheim - Kleiningersheim";"31";"31446_";"de:vvs:31446_:";
"446A";"Freiberg (N) - Großingersheim - Kleiningersheim
(Schülerverkehr)";"31";"31446a";"de:vvs:31446a:";
"451";"Marbach (N) - Poppenweiler - Neckargröningen";"31";"31451_";"de:vvs:31451_:";
"455";"Backnang -  Burgstall (- Kirchberg)";"31";"31455_";"de:vvs:31455_:";
"456";"Marbach (N) - Affalterbach (- Winnenden)";"31";"31456_";"de:vvs:31456_:";
"456A";"Marbach (N) - Erdmannhausen - Affalterbach
(Schülerverkehr)";"31";"31456a";"de:vvs:31456a:";
"457";"(Backnang -)  Aspach - Rielingshausen - Marbach - Hörnle";"31";"31457_";"de:vvs:31457_:";
"459";"Freiberg (N) - Pleidelsheim - Besigheim";"31";"31459_";"de:vvs:31459_:";
"459A";"Mundelsheim - Hessigheim - Besigheim
(Schülerverkehr)";"31";"31459a";"de:vvs:31459a:";
"460";"Beilstein - Oberstenfeld - Großbottwar -
Steinheim (M) - Marbach (N)";"31";"31460_";"de:vvs:31460_:";
"460A";"Beilstein - Oberstenfeld - Großbottwar - Steinheim (M) - Marbach (N)";"31";"31460a";"de:vvs:31460a:";
"461";"Winzerhausen - Großbottwar - Steinheim - Marbach (N)";"31";"31461_";"de:vvs:31461_:";
"463";"Prevorst - Gronau - Oberstenfeld";"31";"31463_";"de:vvs:31463_:";
"464";"Marbach - Bottwartal - Neckartal - Besigheim";"31";"31464_";"de:vvs:31464_:";
"465";"Hof und Lembach - Großbottwar";"31";"31465_";"de:vvs:31465_:";
"467";"Backnang - Kleinaspach - Oberstenfeld - Prevorst
(Berg- und Talbus)";"31";"31467_";"de:vvs:31467_:";
"477";"Burgstall - Kirchberg - Zwingelhausen - Großaspach";"31";"31477_";"de:vvs:31477_:";
"488";"Kirchberg (M) Bf - Zwingelhausen - Kirchberg (M) Bf
(Ortsbus Kirchberg(M))";"31";"31488_";"de:vvs:31488_:";
"501";"Feuerbach - Kallenberg - Münchingen - Schwieberdingen (- Hemmingen)";"31";"31501_";"de:vvs:31501_:";
"502";"Feuerbach - Schwieberdingen - Hemmingen -
Eberdingen - Riet";"31";"31502_";"de:vvs:31502_:";
"503";"Feuerbach - Schwieberdingen - Vaihingen (E)";"31";"31503_";"de:vvs:31503_:";
"504";"Feuerbach - Kallenberg - Münchingen - Schwieberdingen";"31";"31504_";"de:vvs:31504_:";
"508";"Ludwigsburg - Möglingen - Zuffenhausen";"31";"31508_";"de:vvs:31508_:";
"531";"Asperg - Markgröningen - Schwieberdingen";"31";"31531_";"de:vvs:31531_:";
"531A";"Hemmingen - Schwieberdingen -  Markgröningen";"31";"31531a";"de:vvs:31531a:";
"532";"Ludwigsburg - Asperg - Markgröningen - Oberriexingen";"31";"31532_";"de:vvs:31532_:";
"532A";"Unterriexingen - Markgröningen";"31";"31532a";"de:vvs:31532a:";
"533";"Aldingen - Ludwigsburg - Möglingen - Markgröningen";"31";"31533_";"de:vvs:31533_:";
"533";"Aldingen - Ludwigsburg - Möglingen - Markgröningen";"31";"31533_";"de:vvs:31533_:";
"533A";"Möglingen - Markgröningen";"31";"31533a";"de:vvs:31533a:";
"534";"Ludwigsburg - Möglingen - Schwieberdingen - Hemmingen";"31";"31534_";"de:vvs:31534_:";
"534A";"Unterriex. - Markgr. - Mögl. - Ludwigsburg";"31";"31534a";"de:vvs:31534a:";
"535";"Ludwigsburg - Möglingen - Münchingen - Ditzingen";"31";"31535_";"de:vvs:31535_:";
"536";"Ludw. IKEA - Breuningerland - Tamm - Möglingen";"31";"31536_";"de:vvs:31536_:";
"536A";"Tamm - Asperg - Möglingen";"31";"31536a";"de:vvs:31536a:";
"541";"(Tamm -) Bissingen - Unterriexingen";"31";"31541_";"de:vvs:31541_:";
"542";"Bietigheim - Bissingen - Tamm - Hoheneck";"31";"31542_";"de:vvs:31542_:";
"544";"Bietigheim - Sachsenheim - Eichwald";"31";"31544_";"de:vvs:31544_:";
"551";"Tammerfeld - Buch - Bietigheim - Metterzimmern - Sachsenheim";"31";"31551_";"de:vvs:31551_:";
"551A";"Bietigheim - Metterzimmern - Sachsenheim (Schülerverkehr)";"31";"31551a";"de:vvs:31551a:";
"554";"Sachsenheim - Bissingen -  ZOB - Bietigheim - Bönnigheim";"31";"31554_";"de:vvs:31554_:";
"554A";"Ellental - Bissingen -  ZOB - Bietigh. - Bönnigh. (Schülerverkehr)";"31";"31554a";"de:vvs:31554a:";
"556";"ZOB - Bissingen - Ellental - Kronenzentrum";"31";"31556_";"de:vvs:31556_:";
"558";"Bietigheim ZOB - Bruchwald - Laiern - ZOB";"31";"31558_";"de:vvs:31558_:";
"559";"Bietigheim ZOB - Gustav-Rau-Str. - Büttenwiesen - ZOB";"31";"31559_";"de:vvs:31559_:";
"560";"Stadtverkehr Besigheim";"31";"31560_";"de:vvs:31560_:";
"561";"Ellentalgymnasien - Kronenzentrum - ZOB - Buchzentrum";"31";"31561_";"de:vvs:31561_:";
"562";"Oberriexingen - Sachsenheim";"31";"31562_";"de:vvs:31562_:";
"563";"Bietigheim Kammgarnspinnerei - Bietigheim Kronenzentrum";"31";"31563_";"de:vvs:31563_:";
"564";"Bietgh. Krankenhaus - Bietigheim ZOB - Freiberg (N)";"31";"31564_";"de:vvs:31564_:";
"566";"Vaihingen (E) - Sersheim - Sachsenheim - Bietigheim";"31";"31566_";"de:vvs:31566_:";
"567";"Hohenhaslach - Freudental - Bietigheim -
Großingersheim - Pleidelsheim (- Murr)";"31";"31567_";"de:vvs:31567_:";
"567A";"Kleiningersheim - Großingersheim - Bietigheim
(Schülerverkehr)";"31";"31567a";"de:vvs:31567a:";
"568";"Freudental - Löchgau - Besigheim - Ottmarsheim";"31";"31568_";"de:vvs:31568_:";
"568A";"Freudental - Löchgau - Besigheim - Ottmarsheim
(Schülerverkehr)";"31";"31568a";"de:vvs:31568a:";
"571";"(Bietigheim -) Sachsenheim - Häfnerhaslach";"31";"31571_";"de:vvs:31571_:";
"571A";"Häfnerhaslach - Hohenhaslach - Großsachsenheim
(Schülerverkehr)";"31";"31571a";"de:vvs:31571a:";
"572";"Bietigheim - Tripsdrill - Kirbachtal
(Fahrrad- & Wanderbus ""Stromer"")";"31";"31572_";"de:vvs:31572_:";
"573";"Kirchheim (N) - Gemmrigheim (- Ottmarsheim)";"31";"31573_";"de:vvs:31573_:";
"574";"Besigheim - Kirchheim (N) - Bönnigheim";"31";"31574_";"de:vvs:31574_:";
"574A";"Bönnigh. - Kirchheim (N) - Gemmrigh. - Besigh.
(Schülerverkehr)";"31";"31574a";"de:vvs:31574a:";
"578";"Sachsenheim - Sersheim - Kleinglattbach - Vaihingen (E)";"31";"31578_";"de:vvs:31578_:";
"579";"Oberriexingen - Enzweihingen - Vaihingen (E) -";"31";"31579_";"de:vvs:31579_:";
"590";"Vaihingen (E) - Ensingen - Horrheim - Hohenhaslach";"31";"31590_";"de:vvs:31590_:";
"591";"Ensingen - Kleinglattbach - Vaihingen (E) - Roßwag";"31";"31591_";"de:vvs:31591_:";
"591A";"Ensingen - Kleinglattbach - Vaihingen (E) Schülerverkehr";"31";"31591a";"de:vvs:31591a:";
"592";"Gündelbach - Vaihingen (E) - Eberdingen (- Hochdorf)";"31";"31592_";"de:vvs:31592_:";
"592A";"Eberdingen - Nußdorf - Aurich - Vaihingen (E)
(Schülerverkehr)";"31";"31592a";"de:vvs:31592a:";
"592B";"Gündelbach - Horrheim - Vaihingen (E)
(Schülerverkehr)";"31";"31592b";"de:vvs:31592b:";
"595";"Vaihingen (E) - Enzweihingen - Riet - Hochdorf";"31";"31595_";"de:vvs:31595_:";
"612";"Korntal - Neuwirtshaus - Kallenberg - Münchingen";"31";"31612_";"de:vvs:31612_:";
"612A";"Kallenberg - Münchingen (Schülerverkehr)";"31";"31612a";"de:vvs:31612a:";
"620";"Ditzingen - Heimerdingen";"31";"31620_";"de:vvs:31620_:";
"620A";"Ditzingen - Heimerdingen (Schülerverkehr)";"31";"31620a";"de:vvs:31620a:";
"622";"Stadtverkehr Ditzingen: Bf - Am Maurener Berg - Bf";"31";"31622_";"de:vvs:31622_:";
"623";"Ditzingen - Schöckingen ";"31";"31623_";"de:vvs:31623_:";
"623A";"Schöckingen - Hirschlanden - Ditzingen
(Schülerverkehr)";"31";"31623a";"de:vvs:31623a:";
"624";"Stadtverkehr Ditzingen: Bf - ""Ob dem Korntaler Weg"" - Bf";"31";"31624_";"de:vvs:31624_:";
"625";"Ditzingen Bahnhof Süd - Gewerbegebiet Süd";"31";"31625_";"de:vvs:31625_:";
"626";"Stadtverkehr Ditzingen: Bf - Industriegebiet Ost und zurück";"31";"31626_";"de:vvs:31626_:";
"631";"Leonberg - Warmbronn (- Sindelfingen)";"31";"31631_";"de:vvs:31631_:";
"631A";"Schülerverkehr: Leonberg / Ramtel - Eltingen - Warmbronn";"31";"31631a";"de:vvs:31631a:";
"634";"Weissach - Rutesheim - Leonberg";"31";"31634_";"de:vvs:31634_:";
"634A";"Weissach - Flacht - Rutesheim (Schülerverkehr)";"31";"31634a";"de:vvs:31634a:";
"635";"Leonberg - Gerlingen";"31";"31635_";"de:vvs:31635_:";
"636";"Weissach - Rutesheim - Renningen";"31";"31636_";"de:vvs:31636_:";
"636";"Weissach - Rutesheim - Renningen";"31";"31636_";"de:vvs:31636_:";
"637";"Renningen Süd - Bf - Robert-Bosch-Campus - Malmsheim (- Rutesheim)";"31";"31637_";"de:vvs:31637_:";
"637";"Renningen Süd - Bf - Robert-Bosch-Campus - Malmsheim (-Rutesheim)";"31";"31637_";"de:vvs:31637_:";
"638";"Ditzingen - Gerlingen - Leonberg Golfplatz";"31";"31638_";"de:vvs:31638_:";
"640";"Leonberg Blosenbergkirche - Bahnhof - Ramtel";"31";"31640_";"de:vvs:31640_:";
"641";"Leonberg Bahnhof - Gewerbegebiet Hertichstraße - Längenbühl";"31";"31641_";"de:vvs:31641_:";
"642";"Leonberg Bf - Ramtel - Waldfriedhof";"31";"31642_";"de:vvs:31642_:";
"650";"Leonberg - Höfingen - Hirschlanden -
Schöckingen - Hemmingen";"31";"31650_";"de:vvs:31650_:";
"651";"Leonberg Ezach - Bahnhof - Haldengebiet - Höfingen";"31";"31651_";"de:vvs:31651_:";
"651A";"Schülerverkehr: Leonberg - Höfingen";"31";"31651a";"de:vvs:31651a:";
"652";"Weissach Porsche - Heimsheim Dieb - Friolzheim -
Tiefenbronn - Heimsheim - Leonberg";"31";"31652_";"de:vvs:31652_:";
"653";"Weissach / Wiernsheim - Mönsheim -
Heimsheim - Rutesheim - Leonberg";"31";"31653_";"de:vvs:31653_:";
"653A";"Heckengäu - Rutesheim / Weissach / JCB-Schule
(Schülerverkehr)";"31";"31653a";"de:vvs:31653a:";
"654";"Rutesheim  - Gebersheim - Leonberg und zurück";"31";"31654_";"de:vvs:31654_:";
"654A";"Schülerverkehr: Rutesheim Bahnhof - Schulzentrum";"31";"31654a";"de:vvs:31654a:";
"660";"Schnellbus Wiernsheim - Mönsheim - Heimsheim - Leonberg";"31";"31660_";"de:vvs:31660_";
"663";"Weil der Stadt - Merklingen - Münklingen - Neuhausen (Enzkreis)";"31";"31663_";"de:vvs:31663_:";
"663";"Weil der Stadt - Merklingen - Münklingen - Neuhausen (Enzkreis)";"31";"31663_";"de:vvs:31663_:";
"663A";"Schülerverkehr: Weil der Stadt - Merklingen - Münklingen - Hausen";"31";"31663a";"de:vvs:31663a:";
"663A";"Schülerverkehr: Weil der Stadt - Merklingen - Münklingen - Hausen";"31";"31663a";"de:vvs:31663a:";
"665";"Weil der Stadt Bf - Blammerberg - Bf";"31";"31665_";"de:vvs:31665_:";
"666";"Weil der Stadt - Lehningen - Tiefenbronn - Pforzheim";"31";"31666_";"de:vvs:31666_:";
"666A";"Schülerverkehr: Tiefenbronn - Neuhausen - Steinegg";"31";"31666a";"de:vvs:31666a:";
"701";"Böbl. Diezenhalde - ZOB - Sindelf. ZOB - Eichholz";"31";"31701_";"de:vvs:31701_:";
"701A";"Böblingen ZOB - Sindelfingen ZOB";"31";"31701a";"de:vvs:31701a:";
"702";"(Landhaussiedlung - Maichingen -) Hinterweil -
Sindelfingen ZOB - Mercedes-Benz-Werk";"31";"31702_";"de:vvs:31702_:";
"703";"Böblingen ZOB - Mercedes-Benz-Werk";"31";"31703_";"de:vvs:31703_:";
"704";"Böblingen ZOB - Goldberg - Sindelfingen ZOB - Hinterweil - 
Maichingen Schlüsseläcker - Bahnhof/Darmsheim Häslach";"31";"31704_";"de:vvs:31704_:";
"704A";"Maichingen - Hinterweil - Sindelfingen ZOB - 
Goldberg - Böblingen Waldorfschule";"31";"31704a";"de:vvs:31704a:";
"705";"Böblingen Diezenhalde - Reiterhof - Bahnhof - Flugfeld -
Sindelfingen ZOB - Maichingen - Landhaussiedlung (- Waldfriedhof)";"31";"31705_";"de:vvs:31705_:";
"705A";"Landhaussiedlung - Maichingen - Sindelfingen";"31";"31705a";"de:vvs:31705a:";
"706";"Böblingen ZOB - Goldberg - Sindelfingen Breuningerland - Viehweide";"31";"31706_";"de:vvs:31706_:";
"707";"Hulb - Sindelfingen Mercedes-Benz - ZOB";"31";"31707_";"de:vvs:31707_:";
"708";"(Sindelfingen Dachsklinge -) Eichholz - Krankenhaus - 
ZOB - Goldberg - Böblingen Thermalbad (- AWB)";"31";"31708_";"de:vvs:31708_:";
"709";"Böblingen ZOB - Hallenbad - Rauher Kapf";"31";"31709_";"de:vvs:31709_:";
"709A";"Sindelfingen Frankenstraße - Böblingen Rauher Kapf";"31";"31709a";"de:vvs:31709a:";
"711";"Sindelfingen ZOB - Goldberg (Leipziger Straße) - Breuningerland";"31";"31711_";"de:vvs:31711_:";
"717";"Sindelf. Viehweide - ZOB - Dagersheim - Darmsheim -
(Böblingen ZOB)";"31";"31717_";"de:vvs:31717_:";
"717A";"Viehweide - Sindelfingen ZOB - Goldberg-Schulen";"31";"31717a";"de:vvs:31717a:";
"721";"Böblingen Diezenhalde - Grund - ZOB
- Kreiskrankenhaus - Thermalbad";"31";"31721_";"de:vvs:31721_:";
"721A";"Böblingen Grund - Diezenhalde";"31";"31721a";"de:vvs:31721a:";
"722";"Böblingen ZOB - Herrenberger Straße - 
Dagersheim - Darmsheim Inneres Bühl - Häslach";"31";"31722_";"de:vvs:31722_:";
"722A";"Darmsheim Inneres Bühl - Dagersheim - Sindelf. Goldberg-Gymnasium";"31";"31722a";"de:vvs:31722a:";
"723";"Dagersh. Goethestraße - Böblingen ZOB - Tannenberg";"31";"31723_";"de:vvs:31723_:";
"723A";"Dagersheim Ost - Böblingen Kremser Straße - ZOB";"31";"31723a";"de:vvs:31723a:";
"725";"Böblingen ZOB - Reußensteinstraße - Waldorfschule - 
Panzerkaserne - AWB";"31";"31725_";"de:vvs:31725_:";
"728";"Böblingen ZOB - Hulb - Hulb-West";"31";"31728_";"de:vvs:31728_:";
"734";"Sindelfingen ZOB - Goldberg - Schönaich -
Schönaich - Goldberg - Sindelfingen ZOB";"31";"31734_";"de:vvs:31734_:";
"734";"Sindelfingen ZOB - Goldberg - Schönaich -
Schönaich - Goldberg - Sindelfingen ZOB";"31";"31734_";"de:vvs:31734_:";
"743";"Böblingen - Aidlingen - Deufringen - Gechingen";"31";"31743_";"de:vvs:31743_:";
"744";"(Sindelfingen -) Böblingen - Aidlingen - Dachtel (- Gechingen)";"31";"31744_";"de:vvs:31744_:";
"745";"Magstadt - Maichingen (- Sindelfingen)";"31";"31745_";"de:vvs:31745_:";
"745A";"Magstadt - Maichingen (- Sindelfingen)";"31";"31745a";"de:vvs:31745a:";
"747";"Universität - Büsnau - Warmbronn - Renningen";"31";"31747_";"de:vvs:31747_:";
"748";"Universität - Sindelfingen - Maichingen - Grafenau - Ostelsheim";"31";"31748_";"de:vvs:31748_:";
"748A";"Schülerverkehr
Sindelfingen - Maichingen - Grafenau - Schafhausen - Ostelsheim";"31";"31748a";"de:vvs:31748a:";
"751";"Herrenberg ZOB - Hildrizhausen - Holzgerlingen";"31";"31751_";"de:vvs:31751_:";
"752";"Ehningen - Hildrizhausen - Altdorf
Holzgerlingen Friedhof  (- Sindelfingen ZOB)";"31";"31752_";"de:vvs:31752_:";
"753";"Rohrau - Gärtringen - Nufringen - Herrenberg";"31";"31753_";"de:vvs:31753_:";
"755";"Glashütte - Waldenbuch Schloss";"31";"31755_";"de:vvs:31755_:";
"756";"(Weil im Schönbuch -) Neuweiler - Holzgerlingen - Neuweiler (- Weil i. S.)";"31";"31756_";"de:vvs:31756_:";
"757";"Holzgerlingen Buch - Schönaich";"31";"31757_";"de:vvs:31757_:";
"760";"Böblingen - Schönaich - Steinenbronn (- Waldenbuch Schloss)";"31";"31760_";"de:vvs:31760_:";
"760A";"Schülerverkehr Sindelfingen - Böblingen - Schönbuchlichtung";"31";"31760a";"de:vvs:31760a:";
"761";"Böblingen - Schönaich - Weil i. S.";"31";"31761_";"de:vvs:31761_:";
"761A";"Breitenstein - Neuweiler - Weil im Schönbuch";"31";"31761a";"de:vvs:31761a:";
"763";"(Sindelfingen -) Böblingen - Aidlingen - Deufringen -
Dachtel - Gechingen - Stammheim (CW) - Calw";"31";"31763_";"de:vvs:31763_:";
"763A";"Schülerverkehr Sindelfingen - Böblingen - Dagersheim - Aidlingen -
Deufringen - Dachtel - Gechingen - Stammheim (CW)";"31";"31763a";"de:vvs:31763a:";
"764";"Dachtel - Aidlingen - Ehningen Bahnhof - IBM - Bahnhof";"31";"31764_";"de:vvs:31764_:";
"766";"Böblingen - Döffingen - Dätzingen - Weil der Stadt";"31";"31766_";"de:vvs:31766_:";
"768";"Gärtringen Riedbrunnen - Bahnhof - Aidlingen - Lehenweiler";"31";"31768_";"de:vvs:31768_:";
"768A";"Schülerverkehr Gärtringen - Ehningen - Aidlingen - Döffingen";"31";"31768a";"de:vvs:31768a:";
"769";"Sindelfingen - Döffingen - Dätzingen - Weil der Stadt";"31";"31769_";"de:vvs:31769_:";
"770";"RegioBus: Herrenberg - Deckenpfronn - Calw";"31";"31770_";"de:vvs:31770_:";
"773";"Herrenberg - Deckenpfronn";"31";"31773_";"de:vvs:31773_:";
"773A";"Herrenberg - Deckenpfronn";"31";"31773a";"de:vvs:31773a:";
"774";"Nagold - Jettingen - Haslach - Herrenberg";"31";"31774_";"de:vvs:31774_:";
"774A";"Schülerverkehr Nagold - Herrenberg";"31";"31774a";"de:vvs:31774a:";
"776";"Altingen - Öschelbronn - Gäufelden";"31";"31776_";"de:vvs:31776_:";
"777";"Nagold - Mötzingen - Gäufelden - Altingen";"31";"31777_";"de:vvs:31777_:";
"778";"Nagold - Mötzingen - Bondorf";"31";"31778_";"de:vvs:31778_:";
"780";"Herrenberg Hallenbad - ZOB - Nord - West - Kalkofenstraße";"31";"31780_";"de:vvs:31780_:";
"780";"Herrenberg Hallenbad - ZOB - Nord - West - Kalkofenstraße";"31";"317803";"de:vvs:317803:";
"782";"Herrenberg ZOB - Ziegelfeld - Ehbühl - ZOB";"31";"31782_";"de:vvs:31782_:";
"783";"Herrenberg ZOB - Polizeihochschule - Herrenberg ZOB";"31";"31783_";"de:vvs:31783_:";
"790";"Herrenberg - Nebringen - Öschelbronn - Mötzingen";"31";"31790_";"de:vvs:31790_:";
"791";"Entringen - Breitenholz - Kayh - Herrenberg";"31";"31791_";"de:vvs:31791_:";
