Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Relationscode;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;
"Faurndauer-/Hauffstr.";"Rechbgh. Faurndauer-/Hauffstr.";"11201";"de:08117:1201";08117038;"Rechberghausen";"Rechberghausen";"GP";"937";"5";"Bus;Ruftaxi";"915,932,934A,RT915";"31915_,31932_,31934a,50915_";4;"31,50";9,6368796;48,7269383;
"Rechbghäuser-/Kesseltobelstr.";"Faurndau Rechbgh.-/Kesselt.str";"11203";"de:08117:1203";08117026;"Göppingen";"Faurndau";"GP";"612";"5";"Bus";"932,932A";"31932_,31932a";2;"31";9,6260442;48,7158200;
"Faurndauer-/Maybachstraße";"Rechbgh. Faurnd.-/Maybachstr.";"11204";"de:08117:1204";08117038;"Rechberghausen";"Rechberghausen";"GP";"937";"5";"Bus;Ruftaxi";"915,932,932A,RT915";"31915_,31932_,31932a,50915_";4;"31,50";9,6383721;48,7278023;
"Wäscherhofstraße";"Wäschenbeuren Wäscherhofstr.";"11205";"de:08117:1205";08117053;"Wäschenbeuren";"Wäschenbeuren";"GP";"931";"5";"Bus;Nachtbus";"931A,932,932A,N93";"31931a,31932_,31932a,34093_";4;"31,34";9,6931687;48,7617199;
"Gmünder Str./Ortsmitte";"Maitis Gmünder Str./Ortsmitte";"11206";"de:08117:1206";08117026;"Göppingen";"Maitis";"GP";"945";"5";"Bus";"931A,932A,933,933A";"31931a,31932a,31933_,31933a";4;"31";9,7196770;48,7587426;
"Ziegerhof";"Lenglingen Ziegerhof";"11207";"de:08117:1207";08117026;"Göppingen";"Lenglingen";"GP";"945";"5";"Bus";"931A,932,932A,933,933A";"31931a,31932_,31932a,31933_,31933a";5;"31";9,7348994;48,7580080;
"Gmünder Str./Ortsmitte";"Lengl. Gmünder Str./Ortsmitte";"11208";"de:08117:1208";08117026;"Göppingen";"Lenglingen";"GP";"945";"5";"Bus;Nachtbus";"931A,932,932A,933,933A,N93";"31931a,31932_,31932a,31933_,31933a,34093_";6;"31,34";9,7407860;48,7578354;
"Hirschhof";"Lenglingen Hirschhof";"11209";"de:08117:11209";08117026;"Göppingen";"Lenglingen";"GP";"945";"5";"Bus";"932,932A";"31932_,31932a";2;"31";9,7328555;48,7577512;
"Stuifenstraße";"Maitis Stuifenstr.";"11215";"de:08117:1225";08117026;"Göppingen";"Maitis";"GP";"945";"5";"Bus";"931A,932A,933,933A";"31931a,31932a,31933_,31933a";4;"31";9,7241457;48,7583279;
"Wendeplatte/Limesweg";"Maitis Wendeplatte/Limesweg";"11216";"de:08117:1216";08117026;"Göppingen";"Maitis";"GP";"945";"5";"Bus";"931A,932A,933,933A";"31931a,31932a,31933_,31933a";4;"31";9,7215395;48,7605834;
"Rechberghäuser Str./Telekom";"Faurndau Rechbgh. Str./Telekom";"11220";"de:08117:1220";08117026;"Göppingen";"Faurndau";"GP";"612";"5";"Bus";"932,932A";"31932_,31932a";2;"31";9,6222179;48,7118931;
"Stauferweg";"Maitis Stauferweg";"11226";"de:08117:1226";08117026;"Göppingen";"Maitis";"GP";"945";"5";"Bus;Nachtbus";"931A,932,932A,933,N93";"31931a,31932_,31932a,31933_,34093_";5;"31,34";9,7207094;48,7567578;
"Waldcafe Wannenhof";"Göpp. Waldcafe Wannenhof";"11302";"de:08117:1302";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"933,933A";"31933_,31933a";2;"31";9,7076585;48,7281256;
"Abzweig Hohrein";"Göppingen Abzw. Hohrein";"11303";"de:08117:1303";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"933,933A";"31933_,31933a";2;"31";9,7129399;48,7324904;
"Rathaus/Dorfplatz";"Hohenst. Rathaus/Dorfplatz";"11304";"de:08117:1304";08117026;"Göppingen";"Hohenstaufen";"GP";"945";"5";"Bus;Nachtbus";"933,933A,N93";"31933_,31933a,34093_";3;"31,34";9,7197185;48,7397682;
"Jugendherberge";"Hohenst. Jugendherberge";"11305";"de:08117:1305";08117026;"Göppingen";"Hohenstaufen";"GP";"945";"5";"Bus";"933,933A";"31933_,31933a";2;"31";9,7222906;48,7465774;
"Reichsdorfstraße";"Hohenstaufen Reichsdorfstr.";"11306";"de:08117:1306";08117026;"Göppingen";"Hohenstaufen";"GP";"945";"5";"Bus;Nachtbus";"933,933A,N93";"31933_,31933a,34093_";3;"31,34";9,7213899;48,7416012;
"Sternkreuzung";"Göppingen Sternkreuzung";"12001";"de:08117:2001";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"911,911A,912A,914,914A,915,916A,932,932A,935,935A,997";"31911_,31911a,31912a,31914_,31914a,31915_,31916a,31932_,31932a,31935_,31935a,31997_";12;"31";9,6477801;48,7046839;
"Stuttgarter Straße/Märklin";"Göpp. Stuttgarter Str./Märklin";"12002";"de:08117:2002";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"911,911A,912A,914,914A,915,916A,932,932A,997";"31911_,31911a,31912a,31914_,31914a,31915_,31916a,31932_,31932a,31997_";10;"31";9,6409163;48,7066108;
"Stuttg. Str./Fa.Boehringer";"Göpp. Stgt. Str./Fa.Boehringer";"12003";"de:08117:2003";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"911,911A,914,914A,915,932,932A,997";"31911_,31911a,31914_,31914a,31915_,31932_,31932a,31997_";8;"31";9,6376838;48,7077798;
"Stuttgarter-/Lehlestraße";"Faurndau Stuttg.-/Lehlestr.";"12004";"de:08117:2004";08117026;"Göppingen";"Faurndau";"GP";"612";"5";"Bus";"911,911A,912A,914,914A,915,932,932A";"31911_,31911a,31912a,31914_,31914a,31915_,31932_,31932a";8;"31";9,6288239;48,7109669;
"Stuttgarter Straße/Elektra";"Faurndau Stuttg. Str./Elektra";"12005";"de:08117:2005";08117026;"Göppingen";"Faurndau";"GP";"612";"5";"Bus";"911,911A,912A,914,914A,915";"31911_,31911a,31912a,31914_,31914a,31915_";6;"31";9,6221347;48,7106615;
"Ulmer Straße/Firma Burger";"Uhingen Ulmer Str./Fa. Burger";"12007";"de:08117:2007";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus";"911,911A,914,914A,915";"31911_,31911a,31914_,31914a,31915_";5;"31";9,6104986;48,7080261;
"Ulmer Straße/Firma Allgaier";"Uhingen Ulmer Str./Fa.Allgaier";"12008";"de:08117:2008";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus";"911,911A,914,914A,915,916A";"31911_,31911a,31914_,31914a,31915_,31916a";6;"31";9,5988380;48,7066575;
"Schulstr./Hieberschule";"Uhingen Schulstr./Hieberschule";"12009";"de:08117:2009";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus";"918,922,922A";"31918_,31922_,31922a";3;"31";9,5902779;48,7066298;
"Ulmer-/Alemannenstraße";"Uhingen Ulmer-/Alemannenstraße";"12010";"de:08117:2039";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus";"911,911A,914,914A,915,916A";"31911_,31911a,31914_,31914a,31915_,31916a";6;"31";9,5906103;48,7071676;
"Volksbank";"Uhingen Volksbank";"12011";"de:08117:2011";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus;Ruftaxi";"911,911A,914,914A,915,916,916A,918,922,922A,RT916,RT918,RT922";"31911_,31911a,31914_,31914a,31915_,31916_,31916a,31918_,31922_,31922a,50916_,50918_,50922_";13;"31,50";9,5847178;48,7063614;
"B297/Kirchheimer Straße";"Uhingen B297/Kirchh. Str.";"12012";"de:08117:2012";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus;Nachtbus";"911,911A,914,914A,916A,N91";"31911_,31911a,31914_,31914a,31916a,34091_";6;"31,34";9,5756721;48,7042578;
"Stuttgarter Straße 39";"Uhingen Stuttgarter Straße 39";"12013";"de:08117:2042";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus";"911,911A";"31911_,31911a";2;"31";9,5812549;48,7053358;
"Uhinger Straße";"Albershausen Uhinger Str";"12015";"de:08117:2015";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus";"911,911A,914,914A,916A";"31911_,31911a,31914_,31914a,31916a";5;"31";9,5704185;48,6986366;
"Uhinger-/Waldeckstraße";"Albersh. Uhinger-/Waldeckstr.";"12016";"de:08117:2016";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus;Nachtbus";"911,911A,914,914A,916A,N91";"31911_,31911a,31914_,31914a,31916a,34091_";6;"31,34";9,5685839;48,6961728;
"Am Brünnele";"Albershausen Am Brünnele";"12018";"de:08117:2018";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus";"916A";"31916a";1;"31";9,5645933;48,6915972;
"Ebersbacher Str. 22";"Albersh. Ebersb. Str. 22";"12019";"de:08117:2019";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus";"911,911A,916A";"31911_,31911a,31916a";3;"31";9,5621349;48,6928232;
"Im Morgen";"Albershausen Im Morgen";"12020";"de:08117:2020";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus";"911,911A,916A";"31911_,31911a,31916a";3;"31";9,5540248;48,6939776;
"Gemeindeländerweg";"Albersh. Gemeindeländerweg";"12021";"de:08117:2021";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus";"911,911A,916A";"31911_,31911a,31916a";3;"31";9,5589112;48,6973262;
"Industriegebiet";"Albersh. Industriegebiet";"12023";"de:08117:2023";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus;Nachtbus";"911A,914,914A,N91";"31911a,31914_,31914a,34091_";4;"31,34";9,5549256;48,6869591;
"Frühlingstraße";"Albershausen Frühlingstr.";"12024";"de:08117:2024";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus";"911,911A,916A";"31911_,31911a,31916a";3;"31";9,5654051;48,6961614;
"Staufenstraße";"Albershausen Staufenstr.";"12026";"de:08117:2026";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus";"911,911A,916A";"31911_,31911a,31916a";3;"31";9,5679500;48,6989816;
"Schorndorfer Str./Turnhalle";"Uhingen Schornd. Str./Turnh.";"12029";"de:08117:2029";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus";"915";"31915_";1;"31";9,5812286;48,7101290;
"Schorndorfer-/Poppstr.";"Uhingen Schornd.-/Poppstr.";"12030";"de:08117:2030";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus";"915";"31915_";1;"31";9,5799137;48,7127614;
"Fliederstr. 23";"Holzhausen Fliederstr. 23";"12032";"de:08117:2032";08117051;"Uhingen";"Holzhausen (Uhingen)";"GP";"611";"4,5";"Bus";"915";"31915_";1;"31";9,5864629;48,7220625;
"Fichtenstr./Festhalle";"Holzhausen Fichtenstr./Festh.";"12033";"de:08117:2033";08117051;"Uhingen";"Holzhausen (Uhingen)";"GP";"611";"4,5";"Bus;Nachtbus";"915,N90";"31915_,34090_";2;"31,34";9,5892182;48,7205826;
"Schornd. Str./Am Wiesenbach";"Holzh. Sdf. Str./Am Wiesenbach";"12034";"de:08117:2034";08117051;"Uhingen";"Holzhausen (Uhingen)";"GP";"611";"4,5";"Bus";"915";"31915_";1;"31";9,5838187;48,7178944;
"Seestraße";"Uhingen Seestr.";"12035";"de:08117:2035";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus;Ruftaxi";"916A,918,RT918";"31916a,31918_,50918_";3;"31,50";9,5654215;48,7133731;
"Bleichereistr./Fa. Frank";"Uhingen Bleich.str./Fa.Frank";"12036";"de:08117:2036";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus;Ruftaxi";"916A,918,RT918";"31916a,31918_,50918_";3;"31,50";9,5679184;48,7118590;
"Bleichereistraße/Bleicherei";"Uhingen Bleich.str./Bleicherei";"12037";"de:08117:2037";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus;Ruftaxi";"916A,918,RT918";"31916a,31918_,50918_";3;"31,50";9,5719734;48,7111645;
"Neue Fischstraße";"Göppingen Neue Fischstr.";"12038";"de:08117:2038";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"902,906,911,911A,912,912A,913,914,914A,915,920,920A,921,921A,932,932A,N90,N92";"31902_,31906_,31911_,31911a,31912_,31912a,31913_,31914_,31914a,31915_,31920_,31920a,31921_,31921a,31932_,31932a,34090_,34092_";18;"31,34";9,6488604;48,7031131;
"Einfeldstraße";"Holzhausen Einfeldstr.";"12040";"de:08117:2040";08117051;"Uhingen";"Holzhausen (Uhingen)";"GP";"611";"4,5";"Bus";"915";"31915_";1;"31";9,5845298;48,7194465;
"Ortsmitte";"Albershausen Ortsmitte";"12044";"de:08117:2044";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus;Nachtbus";"911,911A,914,914A,N91";"31911_,31911a,31914_,31914a,34091_";5;"31,34";9,5657923;48,6919240;
"Bünzwanger Straße";"Albershausen Bünzwanger Str.";"12045";"de:08117:2045";08117003;"Albershausen";"Albershausen";"GP";"967";"4,5";"Bus";"911,911A,916A";"31911_,31911a,31916a";3;"31";9,5627556;48,6961025;
"Zeller Straße";"Hattenhofen Zeller Str.";"12050";"de:08117:2050";08117029;"Hattenhofen";"Hattenhofen";"GP";"943";"5";"Bus;Nachtbus;Ruftaxi";"920A,921,921A,922,924,924A,N92,RT922,RT924";"31920a,31921_,31921a,31922_,31924_,31924a,34092_,50922_,50924_";9;"31,34,50";9,5725680;48,6630064;
"Bruckwiesenstraße";"Hattenh. Bruckwiesenstr.";"12051";"de:08117:2051";08117029;"Hattenhofen";"Hattenhofen";"GP";"943";"5";"Bus";"922A";"31922a";1;"31";9,5758835;48,6656606;
"Rathaus";"Hattenhofen Rathaus";"12052";"de:08117:2052";08117029;"Hattenhofen";"Hattenhofen";"GP";"943";"5";"Bus;Nachtbus;Ruftaxi";"920A,921,921A,922,922A,924,924A,N92,RT922,RT924";"31920a,31921_,31921a,31922_,31922a,31924_,31924a,34092_,50922_,50924_";10;"31,34,50";9,5713209;48,6667625;
"Hauptstraße";"Hattenhofen Hauptstraße";"12053";"de:08117:2053";08117029;"Hattenhofen";"Hattenhofen";"GP";"943";"5";"Bus;Nachtbus;Ruftaxi";"921,921A,922A,924,924A,N92,RT922";"31921_,31921a,31922a,31924_,31924a,34092_,50922_";7;"31,34,50";9,5680217;48,6667518;
"Friedhof";"Hattenhofen Friedhof";"12054";"de:08117:2054";08117029;"Hattenhofen";"Hattenhofen";"GP";"943";"5";"Bus;Nachtbus;Ruftaxi";"920A,921,921A,922,922A,924,924A,N92,RT922,RT924";"31920a,31921_,31921a,31922_,31922a,31924_,31924a,34092_,50922_,50924_";10;"31,34,50";9,5609695;48,6661929;
"Graubachtal";"Hattenhofen Graubachtal";"12059";"de:08117:2059";08117029;"Hattenhofen";"Hattenhofen";"GP";"943";"5";"Bus;Nachtbus;Ruftaxi";"920A,921,921A,922,922A,924,924A,N92,RT922,RT924";"31920a,31921_,31921a,31922_,31922a,31924_,31924a,34092_,50922_,50924_";10;"31,34,50";9,5744997;48,6657395;
"Bürgerhaus";"Aichelberg Bürgerhaus";"12060";"de:08117:2061";08117002;"Aichelberg";"Aichelberg (GP)";"GP";"968";"5";"Bus;Nachtbus;Ruftaxi";"920,920A,924,924A,N92,RT920";"31920_,31920a,31924_,31924a,34092_,50920_";6;"31,34,50";9,5653361;48,6354438;
"Kreuzung";"Aichelberg Kreuzung";"12061";"de:08117:2060";08117002;"Aichelberg";"Aichelberg (GP)";"GP";"968";"5";"Bus;Ruftaxi";"920,920A,924,924A,RT920";"31920_,31920a,31924_,31924a,50920_";5;"31,50";9,5581485;48,6357396;
"Bruckwiesen Spielplatz";"Hattenhofen Bruckw. Spielplatz";"12062";"de:08117:2062";08117029;"Hattenhofen";"Hattenhofen";"GP";"943";"5";"Bus";"922A";"31922a";1;"31";9,5755097;48,6626410;
"Jebenh. Falkenstraße";"Göpp. Jebenh. Falkenstr.";"12098";"de:08117:2098";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus";"906,921A";"31906_,31921a";2;"31";9,6407658;48,6872866;
"Jebenh. Kleingartenanlage";"Göpp. Jebenh. Kleingartenanl.";"12099";"de:08117:2099";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus";"906,921A";"31906_,31921a";2;"31";9,6391963;48,6856137;
"Jebenhausen Industriegebiet";"Göpp. Jebenh. Industriegebiet";"12100";"de:08117:2100";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus;Nachtbus";"906,920,920A,921,921A,984A,N92";"31906_,31920_,31920a,31921_,31921a,31984a,34092_";7;"31,34";9,6294598;48,6900737;
"Jebenhausen Linde";"Göpp. Jebenh. Linde";"12101";"de:08117:2101";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus;Nachtbus";"906,920,920A,921,921A,983A,984A,N92";"31906_,31920_,31920a,31921_,31921a,31983a,31984a,34092_";8;"31,34";9,6278726;48,6869530;
"Jebenhausen Alte Kirche";"Göpp. Jebenh. Alte Kirche";"12102";"de:08117:2102";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus;Nachtbus";"906,920,920A,921,921A,N92";"31906_,31920_,31920a,31921_,31921a,34092_";6;"31,34";9,6281362;48,6830308;
"Bezgenriet Bezirksamt";"Göpp. Bezgenr. Bezirksamt";"12103";"de:08117:2103";08117026;"Göppingen";"Bezgenriet";"GP";"945";"5";"Bus;Nachtbus";"920,920A,921,921A,N92";"31920_,31920a,31921_,31921a,34092_";5;"31,34";9,6157530;48,6676394;
"Bezgenriet Schopflenberg";"Göpp. Bezgenr. Schopflenb.";"12104";"de:08117:2104";08117026;"Göppingen";"Bezgenriet";"GP";"945";"5";"Bus;Nachtbus";"921,921A,N92";"31921_,31921a,34092_";3;"31,34";9,6053233;48,6707882;
"Hauptstraße/Bahnhofallee";"Boll Hauptstraße/Bahnhofallee";"12106";"de:08117:2106";08117012;"Bad Boll";"Bad Boll";"GP";"964";"5";"Bus;Ruftaxi";"920,920A,924,983A,RT924";"31920_,31920a,31924_,31983a,50924_";5;"31,50";9,6134212;48,6433268;
"Hauptstraße/Ortsmitte";"Boll Hauptstr./Ortsmitte";"12107";"de:08117:2107";08117012;"Bad Boll";"Bad Boll";"GP";"964";"5";"Bus;Ruftaxi";"920,920A,924,983A,RT924";"31920_,31920a,31924_,31983a,50924_";5;"31,50";9,6161007;48,6404978;
"Bad-/Gruibinger Straße";"Boll Bad-/Gruibinger Straße";"12108";"de:08117:2108";08117012;"Bad Boll";"Bad Boll";"GP";"964";"5";"Bus;Nachtbus;Ruftaxi";"920,920A,924,N98,RT924";"31920_,31920a,31924_,34098_,50924_";5;"31,34,50";9,6135418;48,6376158;
"Badstraße/Eichhalde";"Boll Badstr./Eichhalde";"12109";"de:08117:2109";08117012;"Bad Boll";"Bad Boll";"GP";"964";"5";"Bus;Nachtbus;Ruftaxi";"920,920A,924,N98,RT924";"31920_,31920a,31924_,34098_,50924_";5;"31,34,50";9,6099878;48,6376887;
"Eckwälden Ortseingang";"Bad Boll Eckw. Ortseingang";"12111";"de:08117:2111";08117012;"Bad Boll";"Bad Boll";"GP";"964";"5";"Bus;Nachtbus";"920,920A,N98";"31920_,31920a,34098_";3;"31,34";9,5931919;48,6343773;
"Göppinger Straße";"Zell (A) Göppinger Straße";"12112";"de:08117:2117";08117060;"Zell unter Aichelberg";"Zell (A)";"GP";"929";"5";"Bus;Nachtbus;Ruftaxi";"920,920A,924,924A,N92,RT924";"31920_,31920a,31924_,31924a,34092_,50924_";6;"31,34,50";9,5799044;48,6457757;
"Schillerstraße";"Zell (A) Schillerstr.";"12113";"de:08117:2113";08117060;"Zell unter Aichelberg";"Zell (A)";"GP";"929";"5";"Bus;Nachtbus;Ruftaxi";"165,920,920A,921,921A,922,922A,924,924A,N92,RT165,RT920,RT922,RT924";"31165_,31920_,31920a,31921_,31921a,31922_,31922a,31924_,31924a,34092_,50165_,50920_,50922_,50924_";14;"31,34,50";9,5759131;48,6492130;
"Katholische Kirche";"Zell (A) Kath. Kirche";"12114";"de:08117:2114";08117060;"Zell unter Aichelberg";"Zell (A)";"GP";"929";"5";"Bus;Nachtbus;Ruftaxi";"165,920,920A,921,921A,922,922A,924,924A,N92,RT165,RT922,RT924";"31165_,31920_,31920a,31921_,31921a,31922_,31922a,31924_,31924a,34092_,50165_,50922_,50924_";13;"31,34,50";9,5712468;48,6518171;
"Kirchheimer Straße";"Zell (A) Kirchheimer Straße";"12115";"de:08117:2115";08117060;"Zell unter Aichelberg";"Zell (A)";"GP";"929";"5";"Bus";"920,920A,921,921A";"31920_,31920a,31921_,31921a";4;"31";9,5712497;48,6484719;
"Weilheimer Straße";"Zell (A) Weilheimer Straße";"12116";"de:08117:2116";08117060;"Zell unter Aichelberg";"Zell (A)";"GP";"929";"5";"Bus";"920,920A,921,921A";"31920_,31920a,31921_,31921a";4;"31";9,5671191;48,6480337;
"Jebenh. Industriegebiet Süd";"Göpp. Jebenh. Industrieg. Süd";"12118";"de:08117:2118";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus";"906,920";"31906_,31920_";2;"31";9,6242496;48,6784387;
"WALA";"Bad Boll WALA";"12119";"de:08117:2119";08117012;"Bad Boll";"Bad Boll";"GP";"964";"5";"Bus";"920,920A";"31920_,31920a";2;"31";9,5953390;48,6381251;
"Jebenhausen Sudetenstraße";"Göpp. Jebenh. Sudetenstraße";"12151";"de:08117:2151";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus";"906,920A,921A";"31906_,31920a,31921a";3;"31";9,6308318;48,6900842;
"Jebenhausen Vorderer Berg";"Göpp. Jebenh. Vorderer Berg";"12152";"de:08117:2152";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus";"906,920A,921A";"31906_,31920a,31921a";3;"31";9,6311511;48,6884638;
"Jebenhausen Fasanenstraße";"Göpp. Jebenh. Fasanenstraße";"12153";"de:08117:2153";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus";"906,921A";"31906_,31921a";2;"31";9,6346582;48,6865381;
"Jebenhausen Wasenstraße";"Göpp. Jebenh. Wasenstraße";"12154";"de:08117:2154";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus";"906,921A";"31906_,31921a";2;"31";9,6341666;48,6884832;
"Jebenhausen Waldeckschule";"Göpp. Jebenh. Waldeckschule";"12155";"de:08117:2155";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus";"906,920A,921A";"31906_,31920a,31921a";3;"31";9,6338599;48,6900226;
"Reustadt";"Hattenhofen Reustadt";"12156";"de:08117:2156";08117029;"Hattenhofen";"Hattenhofen";"GP";"943";"5";"Bus;Nachtbus;Ruftaxi";"920A,921,921A,922,922A,N92,RT922";"31920a,31921_,31921a,31922_,31922a,34092_,50922_";7;"31,34,50";9,5769109;48,6676518;
"Burgstall";"Uhingen Burgstall";"12157";"de:08117:2157";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus;Ruftaxi";"922,922A,RT922";"31922_,31922a,50922_";3;"31,50";9,5796873;48,6989860;
"Jebenhausen Heimbach";"Göpp. Jebenh. Heimbach";"12189";"de:08117:2189";08117026;"Göppingen";"Jebenhausen";"GP";"711";"5,6";"Bus";"906,984A";"31906_,31984a";2;"31";9,6293983;48,6840490;
"Rathaus";"Uhingen Rathaus";"12201";"de:08117:2201";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus;Ruftaxi";"922,922A,RT922";"31922_,31922a,50922_";3;"31,50";9,5852393;48,7044703;
"Wasserberg";"Uhingen Wasserberg";"12202";"de:08117:2202";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus;Ruftaxi";"922,922A,RT922";"31922_,31922a,50922_";3;"31,50";9,5788468;48,7014991;
"Charlottenhof";"Uhingen Charlottenhof";"12203";"de:08117:2203";08117051;"Uhingen";"Uhingen";"GP";"611";"4,5";"Bus;Ruftaxi";"922,922A,RT922";"31922_,31922a,50922_";3;"31,50";9,5818132;48,6960257;
"Steinige Halde";"Sparwiesen Steinige Halde";"12204";"de:08117:2204";08117051;"Uhingen";"Sparwiesen";"GP";"611";"4,5";"Bus;Ruftaxi";"922,922A,RT922";"31922_,31922a,50922_";3;"31,50";9,5821049;48,6883446;
"Poststraße/Marktplatz";"Göpp. Poststr./Marktplatz";"13002";"de:08117:3002";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"903,905";"31903_,31905_";2;"31";9,6552283;48,7028073;
"Ulmer-/Brückenstraße";"Göpp. Ulmer-/Brückenstr.";"13003";"de:08117:3003";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"941,972,980,980A,983,984";"31941_,31972_,31980_,31980a,31983_,31984_";6;"31";9,6637375;48,6990176;
"Karl-Schurz-/Fuchseckstraße";"Göpp. K.-Schurz-/Fuchseckstr.";"13004";"de:08117:3004";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"980,980A,N94";"31980_,31980a,34094_";3;"31,34";9,6717273;48,6971188;
"Wasserbergstraße";"Göppingen Wasserbergstr.";"13005";"de:08117:3005";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"980,980A,N94";"31980_,31980a,34094_";3;"31,34";9,6752013;48,6958305;
"Sankt Pauls Kirche";"Göppingen Sankt Pauls Kirche";"13006";"de:08117:3006";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"980,980A,N94";"31980_,31980a,34094_";3;"31,34";9,6769592;48,6932123;
"Industriegebiet Ost";"Göpp. Industriegeb. Ost";"13007";"de:08117:3007";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"980,980A,N94";"31980_,31980a,34094_";3;"31,34";9,6797022;48,6941584;
"Holzheim Wielandstr./Bf";"Göpp. Holzh. Wielandstr./Bf";"13008";"de:08117:3008";08117026;"Göppingen";"Holzheim (Göppingen)";"GP";"711";"5,6";"Bus;Nachtbus";"980,980A,N94";"31980_,31980a,34094_";3;"31,34";9,6834599;48,6887765;
"Holzh. Schlaterstr./Buchrain";"Göpp. Holzh. Schl-str./Buchr.";"13009";"de:08117:3009";08117026;"Göppingen";"Holzheim (Göppingen)";"GP";"711";"5,6";"Bus";"980,980A";"31980_,31980a";2;"31";9,6874997;48,6842202;
"Holzheim Rigipark";"Göpp. Holzheim Rigipark";"13010";"de:08117:3010";08117026;"Göppingen";"Holzheim (Göppingen)";"GP";"711";"5,6";"Bus;Nachtbus";"980,980A,N94";"31980_,31980a,34094_";3;"31,34";9,6867191;48,6857446;
