id,name,municipality,locality,modes,lines,line_count,selection_reason
de:08118:4893,Comburgstraße,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"425, 425A, 426, 431, 433A, N42, N43",7,surrounding_city_many_lines
de:08118:7403,Favoritepark,Ludwigsburg,Eglosheim,R-Bahn; S-Bahn,"S4, S24, MEX19, RE90, MEX90",5,surrounding_city_rail
de:08118:5558,Friedhof,Ludwigsburg,Poppenweiler,Bus; Nachtbus,"430, 430A, 433, 433A, 451, N43",6,surrounding_city_many_lines
de:08118:5515,Friesenstraße,Ludwigsburg,Oßweil,Bus; Nachtbus,"425, 425A, 433A, N42, N43",5,surrounding_city_many_lines
de:08118:7451,Immanuel-Dornfeld-Straße,Ludwigsburg,Neckarweihingen,Bus; Nachtbus,"421, 421A, 428, 443, N41",5,surrounding_city_many_lines
de:08118:6985,Jahnstraße,Ludwigsburg,Poppenweiler,Bus; Nachtbus,"430, 430A, 433, 433A, 451, N43",6,surrounding_city_many_lines
de:08118:7402,Ludwigsburg,Ludwigsburg,Ludwigsburg,Bus; Nachtbus; R-Bahn; S-Bahn; SEV-Bus,"S4, S5, S24, RE1, RE8, MEX12, MEX17, MEX18, MEX19, RE90, MEX90, 413, 421, 421A, 422, 422A, 423, 424, 425, 425A, 426, 427, 427A, 429, 430, 430A, 431, 433, 433A, 443, 444, 508, 532, 533, 534, 535, X43, N41, N42, N43, N53, RE8E",42,surrounding_city_rail
de:08118:3418,Neckarbrücke,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 429, 430, 430A, 443, N41",7,surrounding_city_many_lines
de:08118:5514,Neckarstraße,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"425, 425A, 426, 431, 433, 433A, N43",7,surrounding_city_many_lines
de:08118:5483,Obere Marbacher Straße,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 429, 430, 430A, N41",6,surrounding_city_many_lines
de:08118:3419,Rathaus,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 422, 422A, 424, 425, 425A, 426, 427, 427A, 430, 430A, 431, 433, 433A, 443, 444, 533, N41, N42, N43",21,surrounding_city_many_lines
de:08118:5454,Residenzschloss,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 424, 427, 427A, 430, 430A, 444, N41",9,surrounding_city_many_lines
de:08118:5506,Schloss Favorite,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 427, 427A, 429, 430, 430A, 444, N41",9,surrounding_city_many_lines
de:08118:4894,Schorndorfer Tor,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"422, 422A, 425, 425A, 426, 431, 433, 433A, 443, N42, N43",11,surrounding_city_many_lines
de:08118:5557,Steinheimer Straße,Ludwigsburg,Poppenweiler,Bus; Nachtbus,"430, 430A, 433, 433A, 451, N43",6,surrounding_city_many_lines
de:08118:5484,Untere Marbacher Straße,Ludwigsburg,Ludwigsburg,Bus; Nachtbus,"421, 421A, 429, 430, 430A, N41",6,surrounding_city_many_lines
de:08118:5559,Zehntscheuer,Ludwigsburg,Poppenweiler,Bus; Nachtbus,"430, 430A, 433, 433A, 451, N43",6,surrounding_city_many_lines
de:08115:7029,Allmendstraße,Sindelfingen,Maichingen,Bus,"704A, 705, 705A, 745, 748A",5,surrounding_city_many_lines
de:08115:4637,Alter Friedhof,Sindelfingen,Darmsheim,Bus; Nachtbus,"717, 717A, 722A, 766, N75",5,surrounding_city_many_lines
de:08115:4626,Badezentrum,Sindelfingen,Sindelfingen,Bus,"702, 708",2,surrounding_city_keyword
de:08115:3184,Berliner Straße,Sindelfingen,Maichingen,Bus,"702, 704, 704A, 705, 705A, 748, 748A",7,surrounding_city_many_lines
de:08115:3215,Bürgerhaus,Sindelfingen,Maichingen,Bus,"702, 704, 704A, 705, 705A, 748A, 769",7,surrounding_city_many_lines
de:08115:4624,Calwer Brücke,Sindelfingen,Sindelfingen,Bus,"707, 717, 717A, 752, 763, 769",6,surrounding_city_many_lines
de:08115:4611,Calwer Straße,Sindelfingen,Sindelfingen,Bus,"702, 704, 704A, 705, 705A",5,surrounding_city_many_lines
de:08115:2210,Daimlersteg,Sindelfingen,Sindelfingen,Bus,"84, 702, 707, 717, 717A, 752, 763, 769",8,surrounding_city_many_lines
de:08115:4605,Eschenried,Sindelfingen,Sindelfingen,Bus; Nachtbus,"701, 701A, 702, 708, 748, N73",6,surrounding_city_many_lines
de:08115:4645,Essegger Straße,Sindelfingen,Sindelfingen,Bus; Nachtbus,"702, 704, 704A, 745A, 748, 748A, N73",7,surrounding_city_many_lines
de:08115:3206,Frankenstraße,Sindelfingen,Sindelfingen,Bus,"705A, 709, 709A, 717A, 722A, 763, 763A",7,surrounding_city_many_lines
de:08115:3204,Goldberg-Gymnasium,Sindelfingen,Sindelfingen,Bus,"701, 701A, 704A, 705A, 708, 722A, 734, 744, 760A, 763, 763A, 769, X76",13,surrounding_city_many_lines
de:08115:3205,Gottlieb-Daimler-Schule,Sindelfingen,Sindelfingen,Bus,"631, 701, 701A, 702, 704, 704A, 705A, 708, 717A, 734, 744, 760A, 763, 763A, 769, X76",16,surrounding_city_many_lines
de:08115:4659,Gottscheer Straße,Sindelfingen,Sindelfingen,Bus,"702, 704, 704A, 745A, 748, 748A",6,surrounding_city_many_lines
de:08115:4644,Guttenbrunnstraße,Sindelfingen,Sindelfingen,Bus; Nachtbus,"702, 704, 704A, 745A, 748, 748A, N73",7,surrounding_city_many_lines
de:08115:3208,Hallenbad,Sindelfingen,Maichingen,Bus,"702, 704, 704A, 705, 705A, 745, 748A, 769",8,surrounding_city_many_lines
de:08115:4638,Hofstraße,Sindelfingen,Darmsheim,Bus,"707, 717, 717A, 722, 722A, 723",6,surrounding_city_many_lines
de:08115:3207,Landhaussiedlung,Sindelfingen,Maichingen,Bus,"702, 704A, 705, 705A, 745, 745A",6,surrounding_city_many_lines
de:08115:4615,Leipziger Straße,Sindelfingen,Sindelfingen,Bus,"702, 704, 704A, 706, 711",5,surrounding_city_many_lines
de:08115:3198,Maichingen,Sindelfingen,Maichingen,Bus; R-Bahn; S-Bahn; SEV-Bus,"S60, S61, RE4, RE14, 704, 705A, 745, 748, 748A, 769, S60E",11,surrounding_city_rail
de:08115:2222,Mercedes-Benz Hst. A,Sindelfingen,Sindelfingen,Bus,"702, 703, 744, 763, 769",5,surrounding_city_many_lines
de:08115:2226,Mercedes-Benz Hst. B,Sindelfingen,Sindelfingen,Bus,"702, 703, 744, 763, 769",5,surrounding_city_many_lines
de:08115:2228,Mercedes-Benz Hst. C,Sindelfingen,Sindelfingen,Bus,"702, 703, 707, 744, 763, 769",6,surrounding_city_many_lines
de:08115:2229,Mercedes-Benz Hst. D,Sindelfingen,Sindelfingen,Bus,"702, 703, 707, 744, 763, 769",6,surrounding_city_many_lines
de:08115:2230,Mercedes-Benz Hst. E,Sindelfingen,Sindelfingen,Bus,"702, 703, 707, 744, 763, 769",6,surrounding_city_many_lines
de:08115:2231,Mercedes-Benz Hst. F,Sindelfingen,Sindelfingen,Bus,"702, 703, 744, 763, 769",5,surrounding_city_many_lines
de:08115:2234,Mercedes-Benz Hst. I,Sindelfingen,Sindelfingen,Bus,"702, 703, 744, 763, 769",5,surrounding_city_many_lines
de:08115:2237,Mercedes-Benz Hst. K,Sindelfingen,Sindelfingen,Bus,"702, 703, 707, 744, 763, 769",6,surrounding_city_many_lines
de:08115:3197,Nord,Sindelfingen,Maichingen,Bus; R-Bahn; S-Bahn; SEV-Bus,"S60, S61, RE4, RE14, 702, 704A, 705, 705A, 745, 748, S60E",11,surrounding_city_rail
de:08115:2216,Pfarrwiesengymnasium,Sindelfingen,Sindelfingen,Bus; Nachtbus,"84, 701, 701A, 702, 704A, 708, 745A, 748, 748A, N73",10,surrounding_city_many_lines
de:08115:4608,Robert-Bosch-Straße,Sindelfingen,Darmsheim,Bus,"707, 717, 717A, 722, 722A, 723",6,surrounding_city_many_lines
de:08115:4641,Schoßhöfe,Sindelfingen,Sindelfingen,Bus,"707, 717, 717A, 752, 763, 769",6,surrounding_city_many_lines
de:08115:3201,Sindelfingen,Sindelfingen,Sindelfingen,Bus; R-Bahn; S-Bahn; SEV-Bus,"S60, S61, RE4, RE14, 84, 631, 701, 702, 704, 705, 707, 708, 717, 717A, 763, 769, S60E",17,surrounding_city_rail
de:08115:3210,Solo,Sindelfingen,Maichingen,Bus,"702, 704A, 705, 705A, 745, 748",6,surrounding_city_many_lines
de:08115:2227,Stadthalle,Sindelfingen,Sindelfingen,Bus,"84, 704A, 708, 717, 717A",5,surrounding_city_many_lines
de:08115:5857,Stiftsgymnasium,Sindelfingen,Sindelfingen,Bus,"711, 717A, 734, 744, 763A",5,surrounding_city_many_lines
de:08115:4640,Tessiner Straße,Sindelfingen,Darmsheim,Bus,"707, 717, 717A, 722, 722A, 723",6,surrounding_city_many_lines
de:08115:4654,Textilzentrum,Sindelfingen,Sindelfingen,Bus,"702, 706, 711",3,surrounding_city_keyword
de:08115:3200,ZOB,Sindelfingen,Sindelfingen,Bus; SEV-Bus,"84, 631, 701, 701A, 702, 704, 704A, 705, 705A, 707, 708, 711, 717, 717A, 734, 744, 752, 760A, 763A, 769, S60E",21,surrounding_city_many_lines
de:08111:2480,Aalstraße,Stuttgart,Stuttgart,Bus; Nachtbus,"54, N5",2,stuttgart
de:08111:201,Admiralweg,Stuttgart,Stuttgart,Bus,98,1,stuttgart
de:08111:2535,Ährenweg,Stuttgart,Stuttgart,Bus; Nachtbus; Ruftaxi,"62, 65, N7, RT7",4,stuttgart
de:08111:6016,Albblick,Stuttgart,Stuttgart,Bus; Nachtbus,"82, N10",2,stuttgart
de:08111:2476,Albert-Luthuli-Platz,Stuttgart,Stuttgart,Bus,57,1,stuttgart
de:08111:2189,Albert-Schäffle-Straße,Stuttgart,Stuttgart,Bus,45,1,stuttgart
de:08111:6570,Albschule,Stuttgart,Stuttgart,Bus; Nachtbus,"70, 71, 73, 74, 76, 77, N8, N9, N10",9,stuttgart
de:08111:6274,Alpseeweg,Stuttgart,Stuttgart,Bus; Nachtbus,"54, N5",2,stuttgart
de:08111:2508,Alte Krone,Stuttgart,Stuttgart,Bus,"60, 61",2,stuttgart
de:08111:162,Altenbergstaffel,Stuttgart,Stuttgart,Nachtbus,"N8, N9, N10",3,stuttgart
de:08111:2251,Altenburg,Stuttgart,Stuttgart,Bus,"52, 56",2,stuttgart
de:08111:2428,Alter Gutshof,Stuttgart,Stuttgart,Bus,57,1,stuttgart
de:08111:192,Am Äußeren Graben,Stuttgart,Stuttgart,Bus,98,1,stuttgart
de:08111:2544,Am Bergwald,Stuttgart,Stuttgart,Bus; Nachtbus,"65, N7",2,stuttgart
de:08111:2453,Am Bismarckturm,Stuttgart,Stuttgart,Bus; Nachtbus,"43, 50, N2",3,stuttgart
de:08111:2592,Am Feldrand,Stuttgart,Stuttgart,Bus; Nachtbus,"81, N1",2,stuttgart
de:08111:199,Am Kirchplatz,Stuttgart,Stuttgart,Bus,98,1,stuttgart
de:08111:2245,Am Kriegsbergturm,Stuttgart,Stuttgart,Bus; Nachtbus,"44, N2",2,stuttgart
de:08111:4067,Am Mittelkai,Stuttgart,Stuttgart,Bus,103,1,stuttgart
de:08111:2615,Am Ochsenwald,Stuttgart,Stuttgart,Bus; Nachtbus,"82, N10",2,stuttgart
de:08111:2596,Am Schattwald,Stuttgart,Stuttgart,Bus; Nachtbus,"81, 84, 91, 92, 747, 748, X74, N1, N63",9,stuttgart
de:08111:4068,Amstetter Straße,Stuttgart,Stuttgart,Bus,103,1,stuttgart
de:08111:35,Antwerpener Straße,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U1, U16, N6",3,stuttgart
de:08111:218,Arndt-/Spittastraße,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U2, U9, N2",3,stuttgart
de:08111:2532,Asang,Stuttgart,Stuttgart,Bus; Nachtbus,"62, 65, N7",3,stuttgart
de:08111:2573,Asemwald,Stuttgart,Stuttgart,Bus; Nachtbus,"71, 74, 76, N8",4,stuttgart
de:08111:2511,Aspen,Stuttgart,Stuttgart,Bus; Ruftaxi,"61, RT6",2,stuttgart
de:08111:2418,Aspenwaldstraße,Stuttgart,Stuttgart,Bus,91,1,stuttgart
de:08111:2459,Asperger Straße,Stuttgart,Stuttgart,Bus,"98, 412, 508",3,stuttgart
de:08111:5854,Auberlenweg,Stuttgart,Stuttgart,Bus,91,1,stuttgart
de:08111:2380,Auf der Gans,Stuttgart,Stuttgart,Bus,58,1,stuttgart
de:08111:2473,Auf der Steig,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U12, 52, N4",3,stuttgart
de:08111:33,Augsburger Platz,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U1, U16, N6",3,stuttgart
de:08111:2546,Augustinum,Stuttgart,Stuttgart,Bus; Nachtbus,"65, N7",2,stuttgart
de:08111:242,Austraße,Stuttgart,Stuttgart,Bus,59,1,stuttgart
de:08111:271,Auwiesen,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U12, U14, 54, N5",4,stuttgart
de:08111:6272,Bachhalde,Stuttgart,Stuttgart,Bus,"53, 53E",2,stuttgart
de:08111:2520,Bächlenweg,Stuttgart,Stuttgart,Bus; Ruftaxi,"62, RT7",2,stuttgart
de:08111:6333,Bad Cannstatt,Stuttgart,Stuttgart,Bus; R-Bahn; S-Bahn; SEV-Bus,"S1, S2, S3, RE1, RE5, RE6, MEX12, MEX13, MEX16, MEX18, MEX19, RE90, MEX90, 45, S1E, S2E, S2X, MEX16E, RE90E, MEX90E",20,stuttgart
de:08111:6332,Bad Cannstatt Wilhelmsplatz,Stuttgart,Stuttgart,Nachtbus; SEV-Bus; Stadtbahn,"U1, U2, U13, U16, U19, N4, N5, N6, S1E, S2E, XEV, MEX16E, RE90E",13,stuttgart
de:08111:2434,Baumgartenweg,Stuttgart,Stuttgart,Bus,66,1,stuttgart
de:08111:212,Beethovenstraße,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U2, U9, 91, N2",4,stuttgart
de:08111:6267,Beilsteiner Straße,Stuttgart,Stuttgart,Bus,53,1,stuttgart
de:08111:77,Bergfriedhof,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U4, U9, N6",3,stuttgart
de:08111:6007,Berghaustraße,Stuttgart,Stuttgart,Bus,"82, 86",2,stuttgart
de:08111:146,Bergheimer Hof,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U6, U16, N3",3,stuttgart
de:08111:90,Bergstaffelstraße,Stuttgart,Stuttgart,Bus; Nachtbus,"61, N7",2,stuttgart
de:08111:55,Berliner Platz (Hohe Straße),Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U1, U2, U4, U9, 43, N2, N10",7,stuttgart
de:08111:6073,Berliner Platz (Liederhalle),Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U1, U4, U9, U11, 41, 43, N2",7,stuttgart
de:08111:2037,Bernhäuser Straße,Stuttgart,Stuttgart,Bus,"65, 74, 76, 816A",4,stuttgart
de:08111:2582,Berufsbildungszentrum,Stuttgart,Stuttgart,Bus; Nachtbus,"80, N10",2,stuttgart
de:08111:36,Beskidenstraße,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U1, U16, N6",3,stuttgart
de:08111:375,Bieler Weg,Stuttgart,Stuttgart,Nachtbus,N7,1,stuttgart
de:08111:15,Bihlplatz,Stuttgart,Stuttgart,Stadtbahn,"U1, U14",2,stuttgart
de:08111:2557,Birkach Friedhof,Stuttgart,Stuttgart,Bus; Nachtbus,"65, 70, 74, 76, N8",5,stuttgart
de:08111:2559,Birkach West,Stuttgart,Stuttgart,Bus,"65, 70, 71",3,stuttgart
de:08111:2545,Birkacher Straße,Stuttgart,Stuttgart,Bus,65,1,stuttgart
de:08111:2451,Birkenkopf,Stuttgart,Stuttgart,Bus,92,1,stuttgart
de:08111:2558,Birkheckenstraße,Stuttgart,Stuttgart,Bus; Nachtbus,"65, 70, 74, 76, N8",5,stuttgart
de:08111:6069,Bismarckplatz,Stuttgart,Stuttgart,Bus; Nachtbus,"42, N10",2,stuttgart
de:08111:2261,Bismarckstaffel,Stuttgart,Stuttgart,Bus,92,1,stuttgart
de:08111:265,Blick,Stuttgart,Stuttgart,Stadtbahn,U13,1,stuttgart
de:08111:6160,Bopser,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U5, U6, U7, U12, N8, N9, N10",7,stuttgart
de:08111:2460,Borkumstraße (Neuw.-siedl.),Stuttgart,Stuttgart,Bus,"52, 612",2,stuttgart
de:08111:111,Borsigstraße,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U6, U7, U13, U15, N4",5,stuttgart
de:08111:6503,Botnang,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U2, U9, 91, N2",4,stuttgart
de:08111:2421,Botnang Freibad,Stuttgart,Stuttgart,Bus,91,1,stuttgart
de:08111:6214,Botnanger Sattel,Stuttgart,Stuttgart,Bus; Nachtbus,"40, 50, N2",3,stuttgart
de:08111:2260,Bottroper Straße,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U12, 56, N4",3,stuttgart
de:08111:81,Brendle (Großmarkt),Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U4, U9, N6, N7",4,stuttgart
de:08111:244,Brigachstraße,Stuttgart,Stuttgart,Bus,59,1,stuttgart
de:08111:2206,Bruderhaus,Stuttgart,Stuttgart,Bus,92,1,stuttgart
de:08111:124,Bubenbad,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U15, N7",2,stuttgart
de:08111:6200,Buchrain Friedhof,Stuttgart,Stuttgart,Bus,84,1,stuttgart
de:08111:69,Büchsenstraße,Stuttgart,Stuttgart,Bus,47,1,stuttgart
de:08111:2187,Buchwald,Stuttgart,Stuttgart,Bus,45,1,stuttgart
de:08111:299,Budapester Platz,Stuttgart,Stuttgart,Stadtbahn,U12,1,stuttgart
de:08111:2470,Burgholzhof,Stuttgart,Stuttgart,Bus; Nachtbus,"52, 57, N5",3,stuttgart
de:08111:245,Burgholzstraße,Stuttgart,Stuttgart,Bus,59,1,stuttgart
de:08111:2590,Büsnauer Platz,Stuttgart,Stuttgart,Bus; Nachtbus,"81, 91, N1",3,stuttgart
de:08111:2432,Bußbachstraße,Stuttgart,Stuttgart,Bus,66,1,stuttgart
de:08111:2343,Cannstatter Wasen,Stuttgart,Stuttgart,Stadtbahn,U19,1,stuttgart
de:08111:6075,Charlottenplatz,Stuttgart,Stuttgart,Bus; SEV-Bus; Stadtbahn,"U1, U2, U4, U5, U6, U7, U9, U11, U12, U14, U15, 42, 43, 44, 47, S1E, S2E",17,stuttgart
de:08111:2605,Dachswald,Stuttgart,Stuttgart,Bus; Nachtbus,"82, N1",2,stuttgart
de:08111:323,Daimlerplatz,Stuttgart,Stuttgart,Stadtbahn,"U2, U19",2,stuttgart
de:08111:6165,Degerloch,Stuttgart,Stuttgart,Bus; Linientaxi; Nachtbus; Stadtbahn; Zahnradbahn,"U5, U6, U8, U12, 10, 70, 71, N8, N9, RT70",10,stuttgart
de:08111:2594,Degerloch Albstraße,Stuttgart,Stuttgart,Stadtbahn,"U5, U6, U8, U12",4,stuttgart
de:08111:6184,Degerloch Epplestraße,Stuttgart,Stuttgart,Bus; Nachtbus,"70, 71, 74, 76, N9, N10",6,stuttgart
de:08111:6163,Degerloch ZOB,Stuttgart,Stuttgart,Bus,"X4, X7, 70, 71, 73, 74, 76, 77",8,stuttgart
de:08111:2259,Dessauer Straße,Stuttgart,Stuttgart,Bus; Nachtbus,"56, N4",2,stuttgart
de:08111:2194,Dillmannstraße,Stuttgart,Stuttgart,Bus,43,1,stuttgart
de:08111:2621,Ditzinger Straße,Stuttgart,Stuttgart,Bus,90,1,stuttgart
de:08111:159,Dobelstraße,Stuttgart,Stuttgart,Stadtbahn,"U5, U6, U7, U12",4,stuttgart
de:08111:2190,Doggenburg,Stuttgart,Stuttgart,Bus; Nachtbus,"43, 50, N2",3,stuttgart
de:08111:6099,Dornhaldenstraße,Stuttgart,Stuttgart,Bus; Nachtbus,"41, N10",2,stuttgart
de:08111:6172,Dornröschenweg,Stuttgart,Stuttgart,Bus; Nachtbus,"72, N9",2,stuttgart
de:08111:6023,Dorotheenstraße,Stuttgart,Stuttgart,Bus,"43, 44, 47",3,stuttgart
de:08111:246,Dreiecksplatz,Stuttgart,Stuttgart,Bus,59,1,stuttgart
de:08111:2576,Dürnauer Weg,Stuttgart,Stuttgart,Bus; Nachtbus,"71, 74, 76, N8",4,stuttgart
de:08111:2521,Dürrbachstraße,Stuttgart,Stuttgart,Bus; Ruftaxi,"62, RT7",2,stuttgart
de:08111:2614,Dürrlewang (bis 12.05.2016),Stuttgart,Stuttgart,Bus,81,1,stuttgart
de:08111:1604,Ebitzweg,Stuttgart,Stuttgart,R-Bahn; Stadtbahn,"RB11, U13",2,stuttgart
de:08111:89,Ebniseestraße,Stuttgart,Stuttgart,Bus; Nachtbus,"61, N7",2,stuttgart
de:08111:115,Eckartshaldenweg (Pragfriedh.),Stuttgart,Stuttgart,Stadtbahn,"U5, U6, U7, U15",4,stuttgart
de:08111:2487,Edelweißweg,Stuttgart,Stuttgart,Bus,"54, 58",2,stuttgart
de:08111:2193,Ehrenhalde,Stuttgart,Stuttgart,Bus,43,1,stuttgart
de:08111:6098,Eiernest,Stuttgart,Stuttgart,Bus,41,1,stuttgart
de:08111:275,Elbestraße,Stuttgart,Stuttgart,Bus; Stadtbahn,"U14, 59",2,stuttgart
de:08111:2609,Elsental,Stuttgart,Stuttgart,Bus; Nachtbus,"82, N1",2,stuttgart
de:08111:318,Elsterstaffel,Stuttgart,Stuttgart,Bus; Nachtbus,"U1E, N1",2,stuttgart
de:08111:6210,Eltinger Straße,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U2, U9, 91, N2",4,stuttgart
de:08111:2358,Elwertstraße,Stuttgart,Stuttgart,Bus; Nachtbus,"45, N5",2,stuttgart
de:08111:193,Emerholz,Stuttgart,Stuttgart,Bus,98,1,stuttgart
de:08111:2586,EnBW City,Stuttgart,Stuttgart,Bus; Stadtbahn,"U6, X4, X7, 77",4,stuttgart
de:08111:8,Engelboldstraße,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U14, N10",2,stuttgart
de:08111:2439,Erdbeerweg,Stuttgart,Stuttgart,Bus,66,1,stuttgart
de:08111:6794,Ernst-Reuter-Platz,Stuttgart,Stuttgart,Bus,90,1,stuttgart
de:08111:6017,Erwin-Schoettle-Platz,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U1, U14, U1E, 42, N10",5,stuttgart
de:08111:2541,Eselweg,Stuttgart,Stuttgart,Bus,64,1,stuttgart
de:08111:267,Eszet,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U13, 60, N6",3,stuttgart
de:08111:6121,Eugensplatz,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U15, 42, N7",3,stuttgart
de:08111:2584,Europaplatz,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U6, 72, N9",3,stuttgart
de:08111:2199,Falbenhennenstraße,Stuttgart,Stuttgart,Bus; Nachtbus,"43, N1",2,stuttgart
de:08111:6012,Fanny-Leicht-Straße,Stuttgart,Stuttgart,Bus,"81, 82",2,stuttgart
de:08111:364,Fasanenhof,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U6, 72, N9",3,stuttgart
de:08111:6580,Fasanenhof Abzweig,Stuttgart,Stuttgart,Bus,77,1,stuttgart
de:08111:363,Fasanenhof Schelmenwasen,Stuttgart,Stuttgart,Stadtbahn,U6,1,stuttgart
de:08111:5,Fauststraße,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U14, N10",2,stuttgart
de:08111:2564,Fernsehturm,Stuttgart,Stuttgart,Bus,70,1,stuttgart
de:08111:6157,Feuerbach,Stuttgart,Stuttgart,Bus; Nachtbus; R-Bahn; S-Bahn; Stadtbahn,"S4, S5, S6, S24, S60, S61, S62, RE4, RE14, MEX19, RE90, RB47, U6, U13, U16, U6E, U13E, 53, 91, 501, 502, 503, 504, N3",24,stuttgart
de:08111:6423,Feuerbach Bosch,Stuttgart,Stuttgart,Bus,"53, 501, 502, 503, 504",5,stuttgart
de:08111:2422,Feuerbach Friedhof,Stuttgart,Stuttgart,Bus,91,1,stuttgart
de:08111:152,Feuerbach Pfostenwäldle,Stuttgart,Stuttgart,Bus; Stadtbahn,"U6, U13, U16, U6E, U13E",5,stuttgart
de:08111:2454,Feuerbacher Weg,Stuttgart,Stuttgart,Bus; Nachtbus,"43, 50, N2",3,stuttgart
de:08111:6221,Feuersee,Stuttgart,Stuttgart,Bus; Nachtbus; S-Bahn,"S1, S2, S3, S4, S5, S6, S24, S60, S61, X2, 41, 43, 44, 92, N2",15,stuttgart
de:08111:2403,Fichtestraße,Stuttgart,Stuttgart,Bus; Nachtbus,"40, N2",2,stuttgart
de:08111:316,Filderbahnstraße,Stuttgart,Stuttgart,Nachtbus,N10,1,stuttgart
de:08111:2542,Filderblickweg,Stuttgart,Stuttgart,Bus,64,1,stuttgart
de:08111:2623,Flachter Straße,Stuttgart,Stuttgart,Bus,90,1,stuttgart
de:08111:154,Föhrich,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U6, U13, U16, U6E, U13E, 91, N3",7,stuttgart
de:08111:2481,Forellenweg,Stuttgart,Stuttgart,Bus; Nachtbus,"54, N5",2,stuttgart
de:08111:2416,Forsthaus I,Stuttgart,Stuttgart,Bus,"91, 92",2,stuttgart
de:08111:2342,Forsthaus II,Stuttgart,Stuttgart,Bus,92,1,stuttgart
de:08111:2425,Forsthaus Parkplatz,Stuttgart,Stuttgart,Bus,91,1,stuttgart
de:08111:2467,Frankenstraße,Stuttgart,Stuttgart,Bus; Nachtbus,"52, N4",2,stuttgart
de:08111:2553,Fraubronnstraße,Stuttgart,Stuttgart,Bus; Nachtbus,"65, 70, 73, 74, 76, N8",6,stuttgart
de:08111:2540,Frauenkopf,Stuttgart,Stuttgart,Bus,64,1,stuttgart
de:08111:6287,Freiberg,Stuttgart,Stuttgart,Bus; Nachtbus; Stadtbahn,"U7, U13, 54, N5",4,stuttgart
de:08111:6286,Freiberg Schulzentrum,Stuttgart,Stuttgart,Bus,99,1,stuttgart
de:08111:276,Freibergstraße,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U14, N4",2,stuttgart
de:08111:198,Freihofplatz,Stuttgart,Stuttgart,Bus,98,1,stuttgart
de:08111:361,Freytagweg,Stuttgart,Stuttgart,Bus; Nachtbus,"72, N9",2,stuttgart
de:08111:2436,Fridinger Straße,Stuttgart,Stuttgart,Bus,66,1,stuttgart
de:08111:303,Friedhofstraße,Stuttgart,Stuttgart,Nachtbus,"N3, N4",2,stuttgart
de:08111:229,Friedrichsbau,Stuttgart,Stuttgart,Stadtbahn,"U1, U9, U11",3,stuttgart
de:08111:110,Friedrichswahl,Stuttgart,Stuttgart,Nachtbus; Stadtbahn,"U6, U7, U13, U15, N4",5,stuttgart
de:08111:6328,Fritz-Walter-Weg,Stuttgart,Stuttgart,Bus,45,1,stuttgart
de:08111:2188,Fuchsrain,Stuttgart,Stuttgart,Bus,45,1,stuttgart
de:08111:6292,Fürfelder Straße,Stuttgart,Stuttgart,Bus; Stadtbahn,"U7, U13, 52, 99",4,stuttgart
de:08111:2200,Gablenberg,Stuttgart,Stuttgart,Bus; Nachtbus,"42, 45, N9",3,stuttgart
de:08111:79,Gaisburg,Stuttgart,Stuttgart,Stadtbahn,"U4, U9",2,stuttgart
