id,name,name_with_place,municipality,locality,county,tariff_zones,modes,lines,line_count,longitude,latitude
de:08136:1000,Aalen,Aalen,Aalen,Aalen,AA,,R-Bahn; SEV-Bus,"RE1, MEX13, MEX19, RE90, MEX90, XEV",6,10.0963609,48.8411658
de:08111:2480,Aalstraße,Aalstraße,Stuttgart,Stuttgart,S,"20, 1",Bus; Nachtbus,"54, N5",2,9.2216887,48.8444438
de:08118:5503,Abelstraße,Ludwigsburg Abelstraße,Ludwigsburg,Ludwigsburg,LB,"34, 2",Bus,"424, 429, 430",3,9.1831114,48.8982583
de:08125:4663,Abstatter Straße,Auenstein Abstatter Str.,Ilsfeld,Auenstein,HNLA,,Bus,646,1,9.2773788,49.0597649
de:08425:2362,Abzw. Breitingen,Breitingen Abzw. Breitingen,Breitingen,Breitingen,ULLA,,Bus,46,1,9.9916561,48.5172086
de:08127:27509,Abzw. Hohenegarten,Mainhardt Abzw. Hohenegarten,Mainhardt,Mainhardt,SHA,6,Bus,"372, 380",2,9.53478,49.0698102
de:08127:28273,Abzw. Hohenegarten B14,Mainh. Abzw. Hoheneg. B14,Mainhardt,Mainhardt,SHA,6,Bus,380,1,9.5351203,49.0696377
de:08136:3058,Abzw. Rehnenhau/Wetzgau,GD Abzw. Rehnenh./Wetzgau,Schwäbisch Gmünd,Schwäbisch Gmünd,AA,6,Bus,"266A, 268",2,9.7867691,48.8168986
de:08425:2474,Abzw. Vorderdenk.,Westerstett. Abzw. Vorderdenk.,Westerstetten,Westerstetten,ULLA,,Bus,46,1,9.9550556,48.5173024
de:08115:5941,Abzweig,Dätzingen Abzw.,Grafenau,Dätzingen,BB,"56, 57, 4",Bus; Nachtbus; Ruftaxi,"766, 768A, N75, RT766",4,8.8960232,48.7161917
de:08115:4853,Abzweig,Mönchberg Abzw.,Herrenberg,Mönchberg,BB,"68, 5",Bus; Nachtbus,"791, 794, N80",3,8.9089751,48.578913
de:08115:4206,Abzweig,Holzgerlingen Abzw.,Holzgerlingen,Holzgerlingen,BB,"58, 4",Bus,756,1,9.0059242,48.6363663
de:08116:4419,Abzweig,Schlattstall Abzw.,Lenningen,Schlattstall,ES,"61, 71, 5, 6",Bus,176,1,9.4971663,48.5300132
de:08119:3701,Abzweig,Rohrbronn Abzw.,Remshalden,Rohrbronn,WN,"42, 52, 3, 4",Bus,245A,1,9.4712013,48.808209
de:08119:5197,Abzweig,Hebsack Abzw.,Remshalden,Hebsack,WN,"42, 52, 3, 4",Bus,"217, 245, 333",3,9.4721864,48.8087265
de:08118:5752,Abzweig,Aurich Abzw.,Vaihingen an der Enz,Aurich,LB,"56, 66, 4, 5",Bus,"592, 592A",2,8.9429536,48.9168876
de:08115:4789,Abzweig,Neuweiler Abzw.,Weil im Schönbuch,Neuweiler (Weil im Schönbuch),BB,"58, 68, 4, 5",Bus; Nachtbus; Ruftaxi,"756, 760A, 761, 761A, N74, RT46",6,9.0545242,48.6359666
de:08119:5093,Abzweig Altersberg,Kaisersbach Abzw. Altersberg,Kaisersbach,Kaisersbach,WN,"72, 73, 5",Bus,375,1,9.6684555,48.9407775
de:08117:55,Abzweig Auendorf,Bad Ditzenbach Abzw. Auendorf,Bad Ditzenbach,Bad Ditzenbach,GP,7,Bus; Nachtbus; Ruftaxi,"961, 966, 966A, 981A, 982, N96, RTN99",7,9.6973084,48.5860961
de:08117:52,Abzweig Ave Maria,Deggingen Abzw. Ave Maria,Deggingen,Deggingen,GP,7,Bus; Nachtbus,"961, 966, 966A, 981A, 982, N96",6,9.7215034,48.5975116
de:08117:7607,Abzweig B10,Salach Abzw. B10,Salach,Salach,GP,6,Bus,972,1,9.7370962,48.6841471
de:08117:49,Abzweig B466,Reichenbach i.T. Abzw. B466,Deggingen,Reichenbach im Täle (Deggingen),GP,7,Bus; Nachtbus,"966, 966A, N96",3,9.7358789,48.6099294
de:08416:5226,Abzweig Bahnhof,Breitenholz Abzw. Bf,Ammerbuch,Breitenholz,TÜ,,Bus; Nachtbus; Ruftaxi,"791, N80, RT791",3,8.954865,48.5625192
de:08118:3306,Abzweig Bahnhof,Markgröningen Abzw. Bf,Markgröningen,Markgröningen,LB,"36, 46, 2, 3",Bus; Nachtbus,"531, 532, N53",3,9.0907212,48.9049057
de:08117:7654,Abzweig beim Kloster,Adelberg Abzw. beim Kloster,Adelberg,Adelberg,GP,"4, 5",Bus; Ruftaxi,"935, 935A, RT935",3,9.5987562,48.7592371
de:08117:330,Abzweig Degenfeld,Lauterstein Abzw. Degenfeld,Lauterstein,Lauterstein,GP,7,Bus,"972, 972A, N97",3,9.8825647,48.7099218
de:08117:57,Abzweig Drackenstein,Gosbach Abzw. Drackenstein,Bad Ditzenbach,Gosbach,GP,7,Bus; Linientaxi; Nachtbus; Ruftaxi,"961, 966, 966A, 967, 968, 981A, N96, RTN99, LT967",9,9.6793471,48.5789194
de:08135:1619,Abzweig Dudelhof,Steinheim a.A. Abzw. Dudelhof,Steinheim am Albuch,Steinheim am Albuch,HDH,,Bus,35,1,10.0082812,48.6705177
de:08119:5993,Abzweig Däfern,Lippoldsweiler Abzw. Däfern,Auenwald,Lippoldsweiler,WN,"63, 73, 5",Bus,382,1,9.530815,48.926297
de:08119:6942,Abzweig Eisenbachsee,Pfahlbronn Abzw. Eisenbachsee,Alfdorf,Pfahlbronn,WN,"72, 5",Bus,"266, 266A",2,9.6748775,48.850143
de:08119:5026,Abzweig Greuthof,Vorderst. Abzw. Greuthof,Alfdorf,Vordersteinenberg,WN,"72, 5",Bus,269,1,9.7263321,48.8720411
de:08117:1303,Abzweig Hohrein,Göppingen Abzw. Hohrein,Göppingen,Göppingen,GP,"5, 6",Bus,"933, 933A",2,9.7129399,48.7324904
de:08125:4679,Abzweig Jettenbach,Schmidhausen Abzw. Jettenbach,Beilstein,Schmidhausen (HN),HNLA,,Bus,644,1,9.3439189,49.0538576
de:08117:3328,Abzweig Kornberghalle,Dürnau Abzw. Kornberghalle,Dürnau,Dürnau,GP,5,Bus; Nachtbus,"981, 983, 983A, N98",4,9.6396036,48.6416555
de:08425:2541,Abzweig Lonsee,Urspring Abzw. Lonsee,Lonsee,Urspring,ULLA,,Bus; SEV-Bus,"MEX16E, 46",2,9.8939307,48.5468137
de:08119:4908,Abzweig Neufürstenhütte,Großerl. Abzw. Neufürstenhütte,Großerlach,Großerlach,WN,"73, 74, 5",Bus,"372, 380",2,9.5141505,49.0494383
de:08117:5016,Abzweig Oberwälden,Wangen Abzw. Oberwälden,Wangen,Wangen (GP),GP,5,Bus,"935, 935A",2,9.621472,48.7439734
de:08136:7209,Abzweig Pfersbach,Mutlangen Abzw. Pfersbach,Mutlangen,Mutlangen,AA,,Bus,"266A, 268",2,9.7904564,48.8366207
de:08115:4617,Abzweig Rauher Kapf,Böblingen Abzw. Rauher Kapf,Böblingen,Böblingen,BB,"48, 58, 3, 4",Bus; Nachtbus,"760, 760A, 761, X16, X76, N74",6,9.0404525,48.6672037
de:08117:7620,Abzweig Reichenbach,Donzdorf Abzw. Reichenbach,Donzdorf,Donzdorf,GP,"6, 7",Bus,"971, 972, 972A, N97",4,9.8005039,48.6866012
de:08119:5125,Abzweig Schmalenberg,Rud. Abzw. Schmalenberg,Rudersberg,Rudersberg,WN,"62, 72, 5",Bus,330,1,9.5959619,48.8906749
de:08117:60,Abzweig Schöntal,Wiesensteig Abzw. Schöntal,Wiesensteig,Wiesensteig,GP,"6, 7",Bus; Linientaxi; Nachtbus; Ruftaxi,"966, 966A, 967, 968, 981, 981A, N96, RTN99, LT967",9,9.6352886,48.5671388
de:08119:5124,Abzweig Steinbach,Rudersberg Abzw. Steinbach,Rudersberg,Rudersberg,WN,"62, 72, 5",Bus,330,1,9.5818818,48.8959444
de:08125:4444,Abzweig Tripsdrill,Cleebr. Abzw. Tripsdrill,Cleebronn,Cleebronn,HNLA,,Bus,666,1,9.054614,49.0403312
de:08117:3506,Abzweig Waltertal,Hohenstadt Abzw. Waltertal,Hohenstadt,Hohenstadt (GP),GP,7,Bus; Linientaxi,"961, 967, 968, LT967",4,9.6710298,48.550578
de:08117:7625,Abzweig Winzingen,Donzdorf Abzw. Winzingen,Donzdorf,Donzdorf,GP,"6, 7",Bus; Ruftaxi,"971, 972, 972A, N97, RT971",5,9.8205895,48.6965226
de:08116:4502,Abzweigung Baiereck,Thomashardt Abzw. Baiereck,Lichtenwald,Thomashardt,ES,"51, 52, 4",Bus,262,1,9.494274,48.7663246
de:08135:1604,Abzweigung Gussenstadt,Söhnstetten Abzw. Gussenstadt,Steinheim am Albuch,Söhnstetten,HDH,,Bus,35,1,9.9812253,48.6714169
de:08116:4399,Abzweigung Hepsisau,Weilheim (T) Abzw. Hepsisau,Weilheim an der Teck,Weilheim (T),ES,"71, 5, 6",Bus,"170, 174, 177, 177A",4,9.5503108,48.5937816
de:08135:1622,Abzweigung Heuchstetten,Steinheim a.A. Abzw. Heuchst.,Steinheim am Albuch,Steinheim am Albuch,HDH,,Bus,35,1,10.0359676,48.6679697
de:08116:6032,Achalmstr. (Ersatz),Nürtingen Achalmstr. (Ersatz),Nürtingen,Nürtingen,ES,"4, 5",Bus; Nachtbus,"183, N85",2,9.3476747,48.6146983
de:08115:3244,Achalmstraße,Holzgerlingen Achalmstraße,Holzgerlingen,Holzgerlingen,BB,"58, 4",Bus; Ruftaxi; SEV-Bus,"R46E, 751, 752, 756, 757, RT46",6,9.0094534,48.6444504
de:08116:4448,Achalmstraße,Nürtingen Achalmstraße,Nürtingen,Nürtingen,ES,"50, 60, 4, 5",Bus; Nachtbus,"183, N85",2,9.3505475,48.6143568
de:08116:4037,Adalbert-Stifter-Schule,Pliensauv. A.-Stifter-Schule,Esslingen am Neckar,Pliensauvorstadt,ES,"31, 2",Bus,"102, 103, 122, 130, 131",5,9.2896851,48.7356469
de:08119:3758,Adelsbach,Winnenden Adelsbach,Winnenden,Winnenden,WN,"43, 3",Bus,332,1,9.4043033,48.8829106
de:08119:5105,Adelstetten,Pfahlbronn Adelstetten,Alfdorf,Pfahlbronn,WN,"72, 5",Bus,"266A, 268",2,9.7585172,48.8423388
de:08117:105,Adenauer-/Weilerstr.,Geisl.(St) Adenauer-/W.-str.,Geislingen an der Steige,Geislingen (Steige),GP,7,Bus,957,1,9.8446258,48.6205404
de:08116:4143,Adenauerbrücke (oben),Oberessl. Adenauerbr. (oben),Esslingen am Neckar,Oberesslingen,ES,"31, 2",Bus; Nachtbus,"113, N13",2,9.3204041,48.7284524
de:08117:3307,Adler,Heiningen Adler,Heiningen,Heiningen (GP),GP,"5, 6",Bus; Nachtbus,"981, 981A, 983, 983A, 984, 984A, N94, N98",8,9.6468731,48.664681
de:08136:7201,Adler,Mutlangen Adler,Mutlangen,Mutlangen,AA,,Bus,"266A, 268",2,9.7970722,48.826036
de:08117:10,Adler/Altenstadt,Geisl.(St) Adler/Altenstadt,Geislingen an der Steige,Geislingen (Steige),GP,7,Bus,"951, 962",2,9.8202687,48.6274612
de:08136:3508,Adler/Apotheke,Straßdorf Adler/Apotheke,Schwäbisch Gmünd,Straßdorf,AA,6,Bus,932,1,9.7960221,48.7795344
de:08119:5242,Adlerbrücke,Plüderh. Adlerbrücke,Plüderhausen,Plüderhausen,WN,"62, 5",Bus,"243, 243A, 248",3,9.6040573,48.7906829
de:08118:5550,Adlerplatz,Hochberg Adlerplatz,Remseck am Neckar,Hochberg,LB,"32, 34, 2",Bus,"403, 433, 433A, 451",4,9.2761283,48.8885139
de:08119:2646,Adlerstraße,Fellbach Adlerstraße,Fellbach,Fellbach,WN,"20, 32, 1, 2",Bus,212,1,9.2696318,48.8165462
de:08115:7057,Adlerstraße,Herrenberg Adlerstraße,Herrenberg,Herrenberg,BB,"68, 5",Bus; Ruftaxi,"794, RT779",2,8.8556049,48.5884899
de:08117:6016,Adlerstraße,Ottenbach Adlerstr.,Ottenbach,Ottenbach,GP,6,Bus; Ruftaxi,"941, 941A, RT941",3,9.7519948,48.7351825
de:08116:6723,Adlerstraße,Wernau (N) Adlerstraße,Wernau (Neckar),Wernau (N),ES,"41, 51, 3, 4",Bus,"145, 146",2,9.4227514,48.6920799
de:08118:6813,Adlerweg,Gemmrigheim Adlerweg,Gemmrigheim,Gemmrigheim,LB,"65, 5",Bus,573,1,9.1677631,49.0226063
de:08111:201,Admiralweg,Admiralweg,Stuttgart,Stuttgart,S,"1, 2",Bus,98,1,9.1660336,48.8483684
de:08117:7632,Adolf-Kolping-Straße,Donzdorf Adolf-Kolping-Str.,Donzdorf,Donzdorf,GP,"6, 7",Bus,"970, 971, 972A",3,9.7948179,48.6851749
de:08115:7065,Affstätter Tal,Herrenberg Affstätter Tal,Herrenberg,Herrenberg,BB,"68, 5",Bus; Ruftaxi,"780, 783, RT780, RT783",4,8.8695232,48.6001519
de:08118:3343,Agentur für Arbeit,Bietigheim Agentur für Arbeit,Bietigheim-Bissingen,Bietigheim,LB,"45, 3",Bus,559,1,9.1474585,48.9486116
de:08118:5529,Agentur für Arbeit,Ludw. Agentur für Arbeit,Ludwigsburg,Ludwigsburg,LB,"34, 2",Bus,"421, 421A, 533",3,9.1959712,48.8908994
de:08115:6530,Agnesweg,Holzgerlingen Agnesweg,Holzgerlingen,Holzgerlingen,BB,4,Bus,756,1,9.0057893,48.6428679
de:08119:5234,Ahornstraße,Plüderh. Ahornstraße,Plüderhausen,Plüderhausen,WN,"62, 5",Bus,"243, 243A, 248",3,9.5933793,48.7957652
de:08119:7485,Aichelbach,Oppenweiler Aichelbach,Oppenweiler,Oppenweiler,WN,"63, 64, 5",Bus,391,1,9.4594714,48.9782544
de:08119:5241,Aichenbachhof,Plüderh. Aichenbachhof,Plüderhausen,Plüderhausen,WN,"62, 5",Bus,248,1,9.5834927,48.7906451
de:08119:5994,Aichholzhof,Unterw. Aichholzhof,Weissach im Tal,Unterweissach,WN,"53, 63, 4, 5",Bus,"381, 382, 384",3,9.4854273,48.9235118
de:08119:5065,Aichstrut,Welzheim Aichstrut,Welzheim,Welzheim,WN,"72, 5",Bus,263,1,9.650906,48.89919
de:08115:4779,Aidlinger Straße,Deufringen Aidlinger Str.,Aidlingen,Deufringen,BB,"57, 58, 4",Bus; Nachtbus; Ruftaxi,"743, 744, 763, 763A, 764, N75, RT763",7,8.8718483,48.6782551
de:08115:4764,Aidlinger Straße,Dagersheim Aidlinger Str.,Böblingen,Dagersheim,BB,"47, 48, 3",Bus,"707, 717, 722, 722A, 723, 743, 744, 763, 763A",9,8.9453538,48.6898864
de:08116:2893,Akademiegärten,Neuhausen (F) Akademiegärten,Neuhausen auf den Fildern,Neuhausen (F),ES,"2, 3",Bus,120,1,9.283542,48.6707813
de:08115:7067,Akazienweg,Herrenberg Akazienweg,Herrenberg,Herrenberg,BB,"68, 5",Bus; Ruftaxi,"780, RT780",2,8.850188,48.5959469
de:08117:1011,Alb-/Scheerstraße,Eisl.(F) Alb-/Scheerstr.,Eislingen/Fils,Eislingen (F),GP,6,Bus,940,1,9.7033664,48.6903652
de:08116:4021,Albblick,Zell Albblick,Esslingen am Neckar,Zell (Esslingen),ES,"31, 41, 2, 3",Bus,"102, 103",2,9.3587351,48.7302816
de:08111:6016,Albblick,Albblick,Stuttgart,Stuttgart,S,"20, 1",Bus; Nachtbus,"82, N10",2,9.0946197,48.7237524
de:08115:4680,Albert-Einstein-Gymnasium,Böbl. Albert-Einstein-Gymn.,Böblingen,Böblingen,BB,"48, 3",Bus,721A,1,9.0211562,48.6883054
de:08111:2476,Albert-Luthuli-Platz,Albert-Luthuli-Platz,Stuttgart,Stuttgart,S,"20, 1",Bus,57,1,9.1870853,48.8157659
de:08115:4547,Albert-Schweitzer-Gymnasium,Leonb. A.-Schweitzer-Gymnasium,Leonberg,Leonberg,BB,"46, 3",Bus; Nachtbus,"631, 631A, 632, 632A, 634, 642, 643, 651, 651A, 652, 653, 653A, 654, 660, N62, N63",16,9.0095519,48.7968366
de:08115:6816,Albert-Schweitzer-Straße,Höfingen A.-Schweitzer-Str.,Leonberg,Höfingen,BB,"36, 46, 2, 3",Bus,"651, 651A",2,9.0099917,48.8172671
de:08111:2189,Albert-Schäffle-Straße,Albert-Schäffle-Straße,Stuttgart,Stuttgart,S,"10, 1",Bus,45,1,9.2042531,48.7717102
de:08425:2687,Albhalle,Westerheim Albhalle,Westerheim,Westerheim,ULLA,,Bus,346,1,9.6270746,48.5110328
de:08236:3608,Albrecht-Dürer-Straße,Tiefenbr. Albrecht-Dürer-Str.,Tiefenbronn,Tiefenbronn,PFLA,,Bus,"652, 653A, 666",3,8.7934241,48.8256442
de:08115:4844,Albrecht-Haut-Gasse,Kuppingen A.-Haut-Gasse,Herrenberg,Kuppingen,BB,"68, 5",Bus; Nachtbus,"770, 773, 773A, N77",4,8.8427503,48.611791
de:08118:5537,Albrechtstraße,Ludwigsburg Albrechtstr.,Ludwigsburg,Ludwigsburg,LB,"34, 2",Bus,426,1,9.1760605,48.8944746
de:08111:6570,Albschule,Albschule,Stuttgart,Stuttgart,S,"20, 1",Bus; Nachtbus,"70, 71, 73, 74, 76, 77, N8, N9, N10",9,9.1654261,48.7428171
de:08116:5901,Albstraße,Großbettlingen Albstr.,Großbettlingen,Großbettlingen,ES,"60, 70, 5, 6",Bus; Nachtbus,"185A, 187A, 195, X19, N85",5,9.3143681,48.5910536
de:08118:5471,Albstraße,Kornwestheim Albstraße,Kornwestheim,Kornwestheim,LB,"34, 2",Bus,413,1,9.1859653,48.8515031
de:08116:7081,Albstraße,Neuffen Albstraße,Neuffen,Neuffen,ES,"70, 5",Bus,"179, 191",2,9.3821134,48.5506419
de:08116:4237,Albstraße,Reichenbach (F) Albstraße,Reichenbach an der Fils,Reichenbach (F),ES,"41, 51, 3, 4",Bus; Nachtbus,"142, 148, N11",3,9.4477737,48.7106986
de:08117:7013,Albstraße,Sparwiesen Albstraße,Uhingen,Sparwiesen,GP,"4, 5",Bus; Ruftaxi,"913, 913A, 920A, 922, 922A, RT922",6,9.5825122,48.6859775
de:08116:2929,Albstraße (Siedlerstube),Nürt. Albstr. (Siedlerstube),Nürtingen,Nürtingen,ES,"50, 60, 4, 5",Bus; Nachtbus,"180, 183, 193, N85",4,9.3445841,48.6189162
de:08416:3087,Aldi,Ergenzingen Aldi,Rottenburg am Neckar,Ergenzingen,TÜ,,Bus,7627,1,8.8245452,48.5033846
de:08118:5446,Aldinger Straße,Kornwestheim Aldinger Straße,Kornwestheim,Kornwestheim,LB,"34, 2",Bus,411,1,9.2020655,48.8669606
de:08118:5522,Aldinger Straße,Ludwigsburg Aldinger Str.,Ludwigsburg,Ludwigsburg,LB,"34, 2",Bus; Nachtbus,"427, 427A, 533, N43",4,9.2079996,48.8845478
de:08119:5546,Aldinger Straße,Hegnach Aldinger Straße,Waiblingen,Hegnach,WN,"32, 2",Bus; Nachtbus,"204, 431, N24",3,9.2939804,48.8564213
de:08119:2374,Alemannenstraße,Oeffingen Alemannenstr.,Fellbach,Oeffingen,WN,"20, 32, 1, 2",Bus; Nachtbus,"60, 214, N6",3,9.2627397,48.8395375
de:08116:2030,Alemannenstraße,Sielmingen Alemannenstraße,Filderstadt,Sielmingen,ES,"38, 39, 2",Bus,"816A, 817",2,9.2421378,48.680579
de:08115:3320,Alemannenstraße,Renningen Alemannenstraße,Renningen,Renningen,BB,"56, 4",Bus,637,1,8.9390627,48.7714717
de:08118:5551,Alexandrinenplatz,Hochberg Alexandrinenpl.,Remseck am Neckar,Hochberg,LB,"32, 34, 2",Bus; Nachtbus,"402, 402A, 403, 433, 433A, 451, N43",7,9.2800215,48.8873175
de:08119:3684,Alfred-Diebold-Weg,Waiblingen Alfred-Diebold-Weg,Waiblingen,Waiblingen,WN,"32, 2",Bus; Nachtbus,"207, N31",2,9.3360433,48.8394456
de:08118:6886,Allee/Alter Weg,Tamm Allee/Alter Weg,Tamm,Tamm,LB,"45, 3",Bus,"536, 536A",2,9.1299355,48.9250015
de:08118:6885,Allee/Brächterstraße,Tamm Allee/Brächterstr.,Tamm,Tamm,LB,"45, 3",Bus,"536, 536A",2,9.1340856,48.9256531
de:08118:7658,Alleenfeld,Freudental Alleenfeld,Freudental,Freudental,LB,"4, 5",Bus,567,1,9.0645129,49.0061025
de:08116:4047,Alleenstraße,Zell Alleenstraße,Esslingen am Neckar,Zell (Esslingen),ES,"31, 41, 2, 3",Bus,"102, 103, 104, 115, 138",5,9.352107,48.723279
de:08118:3567,Allmandklinge,Hohenhaslach Allmandklinge,Sachsenheim,Hohenhaslach,LB,"66, 5",Bus,"571, 571A, 572",3,9.0141854,49.0013542
de:08115:7029,Allmendstraße,Maichingen Allmendstr.,Sindelfingen,Maichingen,BB,"47, 48, 3",Bus,"704A, 705, 705A, 745, 748A",5,8.972272,48.7189057
de:08115:3185,Allmendstraße Nord,Maichingen Allmendstraße Nord,Sindelfingen,Maichingen,BB,"47, 48, 3",Bus,"702, 704",2,8.9714289,48.7198047
de:08119:5360,Allmersbach am Weinberg,Allmersbach am Weinberg,Aspach,Allmersbach am Weinberg (Aspach),WN,"54, 64, 4, 5",Bus,"367, 367A",2,9.3926087,48.9911446
de:08119:4922,Alm,Murrhardt Alm,Murrhardt,Murrhardt,WN,"73, 5",Bus; Ruftaxi,"373, 375, RT38",3,9.6029728,48.9745895
de:08111:6274,Alpseeweg,Alpseeweg,Stuttgart,Stuttgart,S,"20, 1",Bus; Nachtbus,"54, N5",2,9.2294181,48.833539
de:08116:1800,Altbach,Altbach,Altbach,Altbach,ES,"41, 3",R-Bahn; S-Bahn,"S1, RE6, MEX18",3,9.382434,48.7203135
de:08116:3800,Altbacher Hof,Altbach Altbacher Hof,Altbach,Altbach,ES,"41, 3",Bus,140,1,9.3800864,48.7279829
de:08116:4072,Altbacher Weg,Liebersbr. Altbacher Weg,Esslingen am Neckar,Liebersbronn,ES,"31, 2",Bus; Nachtbus,"106, N16",2,9.3889013,48.7376743
de:08115:4797,Altdorfer Straße,Hildrizhausen Altdorfer Str.,Hildrizhausen,Hildrizhausen,BB,"58, 4",Bus; Ruftaxi,"751, 752, RT46",3,8.9716846,48.6254551
de:08116:6879,Alte Bergstraße,Deizisau Alte Bergstr.,Deizisau,Deizisau,ES,"41, 3",Bus; Nachtbus,"143, N13",2,9.3799434,48.7108347
de:08119:5955,Alte Bundesstraße,Waiblingen Alte Bundesstr.,Waiblingen,Waiblingen,WN,"32, 2",Bus,216,1,9.3137007,48.8218299
de:08116:3807,Alte Heusteige,Zell Alte Heusteige,Esslingen am Neckar,Zell (Esslingen),ES,"31, 41, 2, 3",Bus,"102, 103, 114A, 115, 138, 140",6,9.35066,48.7262779
de:08119:2504,Alte Kelter,Fellbach Alte Kelter,Fellbach,Fellbach,WN,"20, 32, 1, 2",Bus; Nachtbus,"60, 207, N6",3,9.2716454,48.8011646
de:08111:2508,Alte Krone,Alte Krone,Stuttgart,Stuttgart,S,"20, 1",Bus,"60, 61",2,9.2528312,48.7791762
de:08118:5735,Alte Mühle,Häfnerhasl. Alte Mühle,Sachsenheim,Häfnerhaslach,LB,"66, 5",Bus,"571, 571A, 572",3,8.9359205,49.0188451
de:08116:3950,Alte Plochinger Steige,Kirchh.(T) Alte Ploch. Steige,Kirchheim unter Teck,Kirchheim (T),ES,"61, 5",Bus; Ruftaxi,"165A, RT17",2,9.4412794,48.6611208
de:08416:6353,Alte Post,Dettenhausen Alte Post,Dettenhausen,Dettenhausen,TÜ,"68, 5",Bus,"826, 826A, 828, X82",4,9.1011679,48.6076531
de:08115:6474,Alte Renninger Straße 19,Weil d. Stadt A. Renn. Str. 19,Weil der Stadt,Weil der Stadt,BB,"56, 4",Bus,665,1,8.8782151,48.7525668
de:08115:6473,Alte Renninger Straße 49,Weil d. Stadt A. Renn. Str. 49,Weil der Stadt,Weil der Stadt,BB,"56, 4",Bus,665,1,8.8812419,48.7550698
de:08115:6472,Alte Renninger Straße 73,Weil d. Stadt A. Renn. Str. 73,Weil der Stadt,Weil der Stadt,BB,"56, 4",Bus,665,1,8.8869354,48.7572337
de:08116:3992,Alte Schifffahrt,Mettingen Alte Schifffahrt,Esslingen am Neckar,Mettingen,ES,2,Bus,"101, 102",2,9.277963,48.7448571
de:08119:7545,Alte Schule,Neustadt Alte Schule,Waiblingen,Neustadt,WN,"32, 43, 2, 3",Bus; Nachtbus,"201, 201A, N24",3,9.3219327,48.8462122
de:08116:4104,Alte Steige,Liebersbronn Alte Steige,Esslingen am Neckar,Liebersbronn,ES,"31, 2",Bus; Nachtbus,"108, 138, N14",3,9.3425817,48.7495747
de:08118:2301,Alte Steige,Gerlingen Alte Steige,Gerlingen,Gerlingen,LB,"36, 2",Bus,638,1,9.0610099,48.7919827
de:08119:6991,Alte Steige,Schorndorf Alte Steige,Schorndorf,Schorndorf,WN,"52, 4",Bus,247,1,9.5369255,48.7949183
de:08119:4927,Alte Straße,Fornsbach Alte Straße,Murrhardt,Fornsbach,WN,"73, 5",Bus; SEV-Bus,"373, 375, RE90E, MEX90E",4,9.647357,48.9759494
de:08119:5147,Alte Waiblinger Straße,Neustadt A. Waiblinger Str.,Waiblingen,Neustadt,WN,"32, 43, 2, 3",Bus; Nachtbus,"201, 201A, N24",3,9.3187642,48.8450161
de:08119:3720,Alte Winnender Steige,Waibl. A. Winnender Steige,Waiblingen,Waiblingen,WN,"32, 2",Bus,208,1,9.3216571,48.8393609
de:08111:162,Altenbergstaffel,Altenbergstaffel,Stuttgart,Stuttgart,S,"10, 1",Nachtbus,"N8, N9, N10",3,9.181721,48.7595543
de:08111:2251,Altenburg,Altenburg,Stuttgart,Stuttgart,S,"20, 1",Bus,"52, 56",2,9.2100932,48.8116347
de:08416:5203,Altenheim,Entringen Altenheim,Ammerbuch,Entringen,TÜ,,Bus,791,1,8.9721841,48.5542064
de:08119:5432,Altenheim,Fellbach Altenheim,Fellbach,Fellbach,WN,"20, 32, 1, 2",Bus,215,1,9.2852044,48.8037485
de:08116:2056,Altenheim,Plattenhardt Altenheim,Filderstadt,Plattenhardt,ES,"38, 39, 2",Bus,"812, 813",2,9.1881819,48.6470299
de:08415:28304,Altenheim,Metzingen Altenheim,Metzingen,Metzingen,RT,,Bus,199,1,9.2907483,48.5429238
de:08115:4628,Altenheim Burghalde,Sindelf. Altenheim Burghalde,Sindelfingen,Sindelfingen,BB,"47, 48, 3",Bus; Nachtbus,"702, 708, N73",3,9.0175664,48.7145641
de:08118:3468,Altenzentrum,Besigheim Altenzentrum,Besigheim,Besigheim,LB,"55, 65, 4, 5",Bus,560,1,9.1572762,48.9966792
de:08115:3228,Altenzentrum,Holzgerlingen Altenzentrum,Holzgerlingen,Holzgerlingen,BB,"58, 4",Bus; Nachtbus,"751, 752, N74",3,9.0129271,48.643245
de:08117:3320,Alter Bahnhof,Heiningen Alter Bahnhof,Heiningen,Heiningen (GP),GP,"5, 6",Bus; Nachtbus,"981, 981A, 983, 983A, 984A, N98",6,9.6505311,48.657781
de:08115:6051,Alter Bahnhofsweg,Höfingen Alter Bahnhofsweg,Leonberg,Höfingen,BB,"36, 46, 2, 3",Bus,"651, 651A",2,9.0218787,48.8162492
de:08115:4794,Alter Friedhof,Altdorf Alter Friedhof,Altdorf,Altdorf (BB),BB,"58, 4",Bus; Nachtbus; Ruftaxi,"751, 752, N74, RT46",4,8.9949075,48.6305122
de:08115:4686,Alter Friedhof,Böblingen Alter Friedhof,Böblingen,Böblingen,BB,"48, 3",Bus; Nachtbus,"703, 723, N73",3,9.0208823,48.6829369
de:08115:4637,Alter Friedhof,Darmsheim Alter Friedhof,Sindelfingen,Darmsheim,BB,"47, 48, 3",Bus; Nachtbus,"717, 717A, 722A, 766, N75",5,8.9402275,48.6948028
